Niobium Oxide (Nb2O5)	Nb2O5(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-22.287	-1889.634	-1889.634	INFINITE
100	54.455	34.317	235.233	-20.092	-1896.262	-1853.855	968.355
200	105.922	89.529	148.666	-11.827	-1899.472	-1809.884	472.693
298.15	131.988	137.298	137.298	0.	-1899.536	-1765.817	309.364
300	132.320	138.115	137.300	0.244	-1899.519	-1764.987	307.312
400	144.992	178.096	142.666	14.172	-1898.035	-1720.341	224.653
500	153.841	211.441	153.178	29.131	-1895.852	-1676.159	175.107
600	160.737	240.126	165.334	44.875	-1893.233	-1632.460	142.118
700	166.013	265.318	177.855	61.225	-1890.331	-1589.225	118.589
800	170.038	287.760	190.216	78.035	-1887.259	-1546.418	100.971
900	173.117	307.972	202.195	95.199	-1884.086	-1504.003	87.290
1000	175.502	326.340	213.706	112.634	-1880.865	-1461.944	76.364
1100	177.360	343.157	224.720	130.280	-1877.632	-1420.207	67.440
1200	178.828	358.654	235.244	148.092	-1874.413	-1378.766	60.016
1300	179.991	373.016	245.296	166.035	-1871.225	-1337.591	53.745
1400	180.920	386.390	254.902	184.082	-1868.087	-1296.661	48.379
1500	181.665	398.898	264.090	202.213	-1865.024	-1255.953	43.736
1600	182.263	410.642	272.886	220.410	-1862.060	-1215.445	39.680
1700	182.745	421.707	281.318	238.661	-1859.220	-1175.119	36.107
1785.000	183.075	430.631	288.217	254.209	CRYSTAL <--> LIQUID
1800	183.129	432.163	289.410	256.956	1856.527  1134.957 32.936
1900	183.435	442.073	297.187	275.284	-1854.000	-1094.939	30.102
2000	183.678	451.489	304.668	293.640	-1851.656	-1055.050	27.555
2100	183.862	460.455	311.875	312.018	-1849.512	-1015.273	25.254
2200	184.004	469.012	318.825	330.411	-1847.584	-975.592	23.164
2300	184.109	477.193	325.534	348.817	-1845.891	-935.996	21.257
