Beryllium Nitride (BeN)	Be1N1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-8.725	424.231	424.231	INFINITE
100	29.111	176.758	234.965	-5.821	425.645	416.010	-217.301
200	29.254	196.957	211.487	-2.906	426.527	405.969	-106.028
250	29.583	203.516	209.260	-1.436	426.677	400.808	-83.744
298.15	30.089	208.768	208.768	0.	426.688	395.823	-69.347
300	30.111	208.954	208.768	0.056	426.687	395.632	-68.886
350	30.757	213.643	209.137	1.577	426.602	390.461	-58.273
400	31.439	217.794	209.964	3.132	426.462	385.308	-50.316
450	32.102	221.536	211.046	4.721	426.292	380.173	-44.129
500	32.716	224.951	212.268	6.341	426.099	375.059	-39.182
600	33.761	231.012	214.900	9.667	425.667	364.891	-31.767
700	34.574	236.280	217.586	13.086	425.172	354.800	-26.475
800	35.203	240.939	220.219	16.576	424.611	344.784	-22.512
900	35.693	245.115	222.758	20.122	423.976	334.843	-19.434
1000	36.081	248.897	225.185	23.711	423.262	324.977	-16.975
1100	36.395	252.351	227.500	27.336	422.467	315.186	-14.967
1200	36.653	255.529	229.705	30.988	421.587	305.471	-13.297
1300	36.869	258.471	231.806	34.665	420.622	295.833	-11.887
1400	37.052	261.211	233.810	38.361	419.569	286.273	-10.681
1500	37.211	263.772	235.723	42.074	418.427	276.791	-9.639
1600	37.351	266.179	237.552	45.803	402.661	267.914	-8.747
1700	37.475	268.447	239.303	49.544	401.741	259.521	-7.974
1800	37.587	270.592	240.982	53.297	400.800	251.182	-7.289
1900	37.689	272.627	242.595	57.061	399.838	242.896	-6.678
2000	37.783	274.563	244.145	60.835	398.855	234.661	-6.129
2100	37.870	276.408	245.638	64.617	397.851	226.476	-5.633
2200	37.951	278.172	247.077	68.408	396.826	218.339	-5.184
2300	38.027	279.860	248.466	72.207	395.781	210.249	-4.775
2400	38.100	281.480	249.808	76.014	394.716	202.206	-4.401
2500	38.169	283.037	251.106	79.827	393.632	194.206	-4.058
2600	38.236	284.535	252.363	83.648	392.527	186.251	-3.742
2700	38.300	285.980	253.582	87.474	391.403	178.339	-3.450
2800	38.361	287.374	254.764	91.307	99.302	176.691	-3.296
2900	38.421	288.721	255.912	95.147	99.202	179.457	-3.232
3000	38.479	290.024	257.027	98.992	99.100	182.226	-3.173
3100	38.536	291.287	258.112	102.842	98.994	184.998	-3.117
3200	38.592	292.511	259.168	106.699	98.882	187.774	-3.065
3300	38.646	293.700	260.197	110.561	98.764	190.554	-3.016
3400	38.700	294.854	261.199	114.428	98.638	193.337	-2.970
3500	38.752	295.977	262.177	118.301	98.501	196.125	-2.927
3600	38.804	297.069	263.131	122.178	98.353	198.916	-2.886
3700	38.855	298.133	264.063	126.061	98.190	201.712	-2.848
3800	38.906	299.170	264.973	129.949	98.012	204.512	-2.811
3900	38.956	300.181	265.863	133.843	97.816	207.317	-2.777
4000	39.005	301.168	266.733	137.741	97.600	210.127	-2.744
4100	39.054	302.132	267.585	141.644	97.362	212.944	-2.713
4200	39.102	303.074	268.419	145.551	97.099	215.766	-2.683
4300	39.151	303.994	269.235	149.464	96.810	218.594	-2.655
4400	39.198	304.895	270.035	153.381	96.492	221.430	-2.629
4500	39.246	305.776	270.820	157.304	96.143	224.274	-2.603
4600	39.293	306.639	271.589	161.231	95.763	227.125	-2.579
4700	39.340	307.485	272.344	165.162	95.348	229.985	-2.556
4800	39.387	308.314	273.085	169.099	94.896	232.855	-2.534
4900	39.433	309.126	273.812	173.040	94.408	235.734	-2.513
5000	39.479	309.923	274.526	176.985	93.880	238.623	-2.493
5100	39.525	310.706	275.228	180.935	93.311	241.524	-2.474
5200	39.571	311.474	275.918	184.890	92.701	244.436	-2.455
5300	39.617	312.228	276.596	188.850	92.048	247.360	-2.438
5400	39.662	312.969	277.262	192.814	91.352	250.297	-2.421
5500	39.708	313.697	277.918	196.782	90.612	253.247	-2.405
5600	39.753	314.413	278.564	200.755	89.826	256.211	-2.390
5700	39.798	315.117	279.199	204.733	88.995	259.189	-2.375
5800	39.843	315.809	279.824	208.715	88.119	262.183	-2.361
5900	39.888	316.491	280.440	212.701	87.196	265.192	-2.348
6000	39.933	317.162	281.046	216.692	86.227	268.217	-2.335
