Sodium Borate (Na2B4O7)	B4Na2O7(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-30.382	-3258.983	-3258.983	INFINITE
100	76.525	50.814	321.976	-27.116	-3268.658	-3208.196	1675.790
200	139.746	124.566	205.130	-16.113	-3274.087	-3145.347	821.480
298.15	186.774	189.490	189.490	0.	-3276.741	-3081.522	539.870
300	187.447	190.648	189.494	0.346	-3276.774	-3080.310	536.330
400	213.802	248.460	197.196	20.505	-3283.707	-3014.160	393.609
500	228.534	297.784	212.510	42.637	-3285.408	-2946.574	307.826
600	241.500	340.624	230.368	66.154	-3286.907	-2878.661	250.610
700	252.697	378.715	248.889	90.878	-3288.098	-2810.522	209.724
800	262.128	413.077	267.299	116.622	-3288.983	-2742.233	179.049
900	271.215	444.482	285.266	143.294	-3289.531	-2673.853	155.186
1000	279.700	473.502	302.657	170.845	-3289.721	-2605.430	136.094
1015.600	280.970	477.841	305.314	175.218	CRYSTAL <--> LIQUID
1100	287.583	500.534	319.431	199.214	3289.570  2537.005 120.472
1200	294.863	525.874	335.589	228.342	-3482.640	-2463.728	107.243
1300	301.541	549.743	351.153	258.167	-3480.079	-2378.921	95.586
1400	307.616	572.316	366.152	288.630	-3477.180	-2294.323	85.602
1500	313.089	593.718	380.616	319.653	-3473.995	-2209.943	76.957
1600	320.013	614.144	394.577	351.307	-3470.439	-2125.786	69.400
1700	327.017	633.755	408.074	383.658	-3466.432	-2041.866	62.739
1800	334.105	652.647	421.139	416.714	-3461.958	-1958.196	56.825
1900	341.276	670.903	433.807	450.482	-3457.003	-1874.786	51.541
2000	348.527	688.592	446.106	484.972	-3451.552	-1791.650	46.793
