Copper Fluoride (CuF2)	Cu1F2(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-12.056	-265.163	-265.163	INFINITE
100	38.109	220.861	306.489	-8.563	-265.246	-269.292	140.664
200	43.318	248.878	271.334	-4.491	-266.117	-273.016	71.304
250	45.858	258.822	267.865	-2.261	-266.552	-274.690	57.393
298.15	47.987	267.086	267.086	0.	-266.939	-276.222	48.393
300	48.061	267.384	267.087	0.089	-266.954	-276.279	48.104
350	49.859	274.932	267.679	2.539	-267.329	-277.803	41.460
400	51.289	281.687	269.016	5.069	-267.687	-279.275	36.470
450	52.419	287.796	270.768	7.662	-268.036	-280.703	32.583
500	53.315	293.367	272.754	10.307	-268.380	-282.091	29.470
600	54.609	303.210	277.031	15.707	-269.073	-284.769	24.791
700	55.466	311.697	281.391	21.214	-269.792	-287.329	21.441
800	56.057	319.144	285.654	26.792	-270.547	-289.783	18.921
900	56.481	325.773	289.751	32.420	-271.350	-292.140	16.955
1000	56.796	331.741	293.656	38.084	-272.210	-294.404	15.378
1100	57.042	337.166	297.369	43.777	-273.142	-296.579	14.083
1200	57.245	342.138	300.895	49.491	-274.169	-298.665	13.001
1300	57.426	346.727	304.246	55.225	-275.332	-300.660	12.081
1400	57.599	350.989	307.435	60.976	-289.787	-302.153	11.273
1500	57.776	354.969	310.473	66.745	-291.114	-302.990	10.551
1600	57.965	358.704	313.372	72.532	-292.440	-303.739	9.916
1700	58.170	362.224	316.143	78.339	-293.763	-304.405	9.353
1800	58.396	365.555	318.796	84.167	-295.079	-304.992	8.851
1900	58.642	368.719	321.341	90.018	-296.384	-305.508	8.399
2000	58.909	371.734	323.786	95.896	-297.672	-305.954	7.991
2100	59.195	374.615	326.138	101.801	-298.938	-306.337	7.620
2200	59.498	377.376	328.405	107.735	-300.178	-306.660	7.281
2300	59.814	380.027	330.592	113.701	-301.385	-306.928	6.971
2400	60.141	382.580	332.705	119.698	-302.555	-307.144	6.685
2500	60.476	385.042	334.750	125.729	-303.683	-307.311	6.421
2600	60.816	387.420	336.730	131.794	-304.765	-307.435	6.176
2700	61.158	389.722	338.650	137.893	-305.798	-307.518	5.949
2800	61.498	391.952	340.514	144.025	-306.777	-307.564	5.738
2900	61.836	394.116	342.326	150.192	-607.904	-301.579	5.432
3000	62.168	396.218	344.087	156.392	-607.975	-291.015	5.067
3100	62.493	398.262	345.802	162.625	-608.036	-280.449	4.726
3200	62.808	400.251	347.473	168.891	-608.088	-269.881	4.405
3300	63.114	402.188	349.101	175.187	-608.129	-259.311	4.105
3400	63.408	404.077	350.691	181.513	-608.160	-248.741	3.821
3500	63.690	405.919	352.242	187.868	-608.180	-238.169	3.554
3600	63.958	407.717	353.758	194.251	-608.188	-227.597	3.302
3700	64.214	409.473	355.241	200.659	-608.185	-217.025	3.064
3800	64.455	411.189	356.690	207.093	-608.169	-206.454	2.838
3900	64.682	412.866	358.109	213.550	-608.140	-195.882	2.624
4000	64.895	414.506	359.499	220.029	-608.098	-185.312	2.420
4100	65.094	416.111	360.860	226.528	-608.041	-174.743	2.226
4200	65.278	417.682	362.194	233.047	-607.970	-164.176	2.042
4300	65.449	419.220	363.503	239.583	-607.883	-153.610	1.866
4400	65.606	420.726	364.786	246.136	-607.780	-143.047	1.698
4500	65.749	422.202	366.046	252.704	-607.660	-132.486	1.538
4600	65.880	423.649	367.282	259.286	-607.524	-121.928	1.385
4700	65.997	425.067	368.497	265.880	-607.371	-111.373	1.238
4800	66.103	426.458	369.690	272.485	-607.200	-100.822	1.097
4900	66.197	427.822	370.862	279.100	-607.011	-90.274	0.962
5000	66.279	429.160	372.015	285.724	-606.805	-79.731	0.833
5100	66.350	430.473	373.148	292.355	-606.582	-69.191	0.709
5200	66.411	431.762	374.263	298.993	-606.341	-58.656	0.589
5300	66.462	433.027	375.360	305.637	-606.083	-48.127	0.474
5400	66.504	434.270	376.440	312.286	-605.808	-37.602	0.364
5500	66.537	435.491	377.502	318.938	-605.517	-27.082	0.257
5600	66.561	436.690	378.548	325.593	-605.211	-16.568	0.155
5700	66.577	437.868	379.579	332.249	-604.891	-6.059	0.056
5800	66.585	439.026	380.594	338.908	-604.557	4.443	-0.040
5900	66.587	440.164	381.594	345.566	-604.210	14.941	-0.132
6000	66.581	441.284	382.579	352.225	-603.852	25.432	-0.221
