Lithium Oxynitride (LiON)	Li1N1O1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-11.301	181.910	181.910	INFINITE
100	34.974	202.507	281.906	-7.940	181.873	179.012	-93.506
200	40.335	228.423	249.272	-4.170	180.890	176.518	-46.102
250	42.576	237.671	246.053	-2.096	180.380	175.484	-36.665
298.15	44.424	245.332	245.332	0.	179.912	174.584	-30.586
300	44.490	245.607	245.333	0.082	179.895	174.551	-30.392
350	46.144	252.592	245.881	2.349	179.432	173.698	-25.923
400	47.585	258.850	247.117	4.693	178.961	172.910	-22.580
450	48.838	264.529	248.741	7.104	178.457	172.184	-19.987
500	49.925	269.732	250.584	9.574	174.909	171.823	-17.950
600	51.676	278.997	254.566	14.658	173.939	171.299	-14.913
700	52.982	287.066	258.645	19.895	173.101	170.927	-12.755
800	53.962	294.208	262.653	25.244	172.332	170.669	-11.144
900	54.706	300.608	266.521	30.679	171.585	170.506	-9.896
1000	55.280	306.403	270.224	36.180	170.848	170.426	-8.902
1100	55.729	311.694	273.757	41.731	170.115	170.419	-8.093
1200	56.085	316.559	277.124	47.322	169.382	170.479	-7.421
1300	56.371	321.060	280.332	52.946	168.644	170.601	-6.855
1400	56.605	325.246	283.393	58.595	167.904	170.779	-6.372
1500	56.797	329.158	286.315	64.265	167.162	171.010	-5.955
1600	56.957	332.829	289.108	69.953	166.417	171.291	-5.592
1700	57.092	336.286	291.783	75.656	20.434	178.795	-5.494
1800	57.206	339.553	294.347	81.371	20.436	188.110	-5.459
1900	57.304	342.649	296.808	87.097	20.425	197.425	-5.428
2000	57.388	345.590	299.174	92.831	20.401	206.742	-5.400
2100	57.461	348.392	301.452	98.574	20.362	216.060	-5.374
2200	57.525	351.066	303.647	104.323	20.307	225.380	-5.351
2300	57.581	353.625	305.765	110.079	20.235	234.703	-5.330
2400	57.630	356.076	307.810	115.839	20.145	244.029	-5.311
2500	57.674	358.430	309.788	121.604	20.036	253.360	-5.294
2600	57.713	360.693	311.703	127.374	19.906	262.695	-5.278
2700	57.747	362.871	313.558	133.147	19.754	272.036	-5.263
2800	57.779	364.972	315.357	138.923	19.578	281.383	-5.249
2900	57.807	367.000	317.103	144.702	19.377	290.737	-5.237
3000	57.832	368.960	318.799	150.484	19.150	300.098	-5.225
3100	57.855	370.857	320.448	156.269	18.895	309.467	-5.214
3200	57.876	372.694	322.052	162.055	18.611	318.845	-5.205
3300	57.895	374.475	323.614	167.844	18.296	328.232	-5.195
3400	57.913	376.204	325.135	173.634	17.950	337.629	-5.187
3500	57.929	377.883	326.618	179.426	17.571	347.037	-5.179
3600	57.943	379.515	328.065	185.220	17.158	356.456	-5.172
3700	57.957	381.103	329.477	191.015	16.709	365.887	-5.165
3800	57.970	382.649	330.856	196.811	16.224	375.331	-5.159
3900	57.981	384.155	332.204	202.609	15.702	384.788	-5.154
4000	57.992	385.623	333.521	208.408	15.140	394.258	-5.148
4100	58.002	387.055	334.809	214.207	14.538	403.744	-5.144
4200	58.011	388.453	336.070	220.008	13.894	413.244	-5.139
4300	58.020	389.818	337.304	225.809	13.207	422.761	-5.136
4400	58.028	391.152	338.513	231.612	12.497	432.292	-5.132
4500	58.035	392.456	339.697	237.415	11.730	441.841	-5.129
4600	58.042	393.732	340.858	243.219	10.915	451.407	-5.126
4700	58.049	394.980	341.996	249.023	10.052	460.993	-5.123
4800	58.055	396.202	343.113	254.829	9.140	470.597	-5.121
4900	58.061	397.399	344.208	260.634	8.177	480.220	-5.119
5000	58.067	398.572	345.284	266.441	7.162	489.864	-5.118
5100	58.072	399.722	346.340	272.248	6.099	499.529	-5.116
5200	58.077	400.850	347.378	278.055	4.975	509.214	-5.115
5300	58.081	401.956	348.397	283.863	3.793	518.923	-5.114
5400	58.086	403.042	349.399	289.672	2.551	528.653	-5.114
5500	58.090	404.108	350.384	295.480	1.248	538.407	-5.113
5600	58.094	405.154	351.353	301.289	-0.119	548.187	-5.113
5700	58.097	406.183	352.306	307.099	-1.552	557.990	-5.113
5800	58.101	407.193	353.243	312.909	-3.053	567.820	-5.114
5900	58.104	408.186	354.166	318.719	-4.624	577.675	-5.114
6000	58.107	409.163	355.075	324.530	-6.268	587.559	-5.115
