Magnesium Sulfide (MgS)	Mg1S1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-8.333	-344.647	-344.647	INFINITE
100	22.677	10.920	86.467	-7.555	-345.200	-344.090	179.734
200	40.125	33.095	54.342	-4.249	-345.544	-342.807	89.532
298.15	45.564	50.334	50.334	0.	-345.724	-341.433	59.818
300	45.647	50.616	50.334	0.084	-345.728	-341.406	59.444
400	47.614	64.032	52.150	4.753	-348.212	-339.840	44.379
500	48.953	74.807	55.639	9.584	-349.975	-337.556	35.264
600	49.915	83.823	59.606	14.530	-351.381	-334.934	29.159
700	50.543	91.566	63.631	19.555	-352.575	-332.097	24.781
800	51.003	98.346	67.556	24.632	-353.697	-329.094	21.488
900	51.463	104.380	71.318	29.756	-407.949	-324.871	18.855
1000	51.882	109.823	74.901	34.923	-416.494	-314.931	16.450
1100	52.347	114.790	78.305	40.134	-416.585	-304.770	14.472
1200	52.802	119.365	81.538	45.392	-416.645	-294.602	12.824
1300	53.252	123.609	84.613	50.694	-416.676	-284.431	11.429
1400	53.681	127.571	87.542	56.041	-544.087	-271.091	10.115
1500	54.073	131.288	90.335	61.429	-542.712	-251.639	8.763
1600	54.476	134.791	93.005	66.856	-541.311	-232.279	7.583
1700	54.910	138.106	95.562	72.326	-539.883	-213.008	6.545
1800	55.312	141.256	98.014	77.837	-538.427	-193.822	5.625
1900	55.647	144.256	100.369	83.385	-536.947	-174.718	4.803
2000	56.024	147.120	102.636	88.968	-535.444	-155.692	4.066
2100	56.468	149.864	104.820	94.593	-533.911	-136.742	3.401
2200	56.902	152.501	106.927	100.261	-532.344	-117.866	2.798
2300	57.326	155.039	108.964	105.973	-530.744	-99.062	2.250
2400	57.739	157.488	110.935	111.726	-529.112	-80.328	1.748
2500	58.131	159.853	112.845	117.520	-527.450	-61.662	1.288
2600	58.534	162.141	114.697	123.353	-525.756	-43.064	0.865
2700	58.953	164.358	116.496	129.227	-524.029	-24.532	0.475
2800	59.371	166.509	118.244	135.143	-522.270	-6.064	0.113
2900	59.789	168.600	119.944	141.101	-520.479	12.341	-0.222
3000	60.208	170.634	121.600	147.101	-518.656	30.683	-0.534
