Lithium Tetrahydroborate (LiBH4)	B1H4Li1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-12.697	-180.391	-180.391	INFINITE
100	30.019	17.086	132.466	-11.538	-185.749	-166.547	86.995
200	59.575	47.990	82.538	-6.910	-188.682	-146.067	38.149
298.15	82.539	75.815	75.815	0.	-190.464	-124.733	21.853
300	82.989	76.326	75.817	0.153	-190.484	-124.325	21.647
400	91.002	101.384	79.181	8.881	-191.531	-102.115	13.335
500	98.282	122.480	85.783	18.349	-195.573	-79.333	8.288
600	105.144	141.037	93.475	28.537	-196.207	-56.016	4.877
700	109.914	157.625	101.476	39.304	-196.396	-32.631	2.435
800	113.052	172.527	109.442	50.468	-196.317	-9.239	0.603
900	114.349	185.920	117.209	61.840	-196.167	14.136	-0.820
1000	115.353	198.020	124.695	73.325	-196.037	37.496	-1.959
1100	116.392	209.064	131.870	84.913	-195.938	60.844	-2.889
1200	117.319	219.232	138.732	96.600	-195.873	84.185	-3.664
1300	118.019	228.650	145.291	108.367	-195.861	107.522	-4.320
1400	118.684	237.421	151.562	120.203	-195.910	130.861	-4.882
1500	119.316	245.631	157.563	132.103	-196.017	154.205	-5.370
1600	119.913	253.351	163.311	144.065	-196.184	177.558	-5.797
1700	120.477	260.638	168.823	156.084	-341.644	208.100	-6.394
1800	121.007	267.539	174.118	168.159	-341.173	240.424	-6.977
1900	121.502	274.095	179.209	180.285	-340.766	272.723	-7.498
2000	121.964	280.339	184.110	192.458	-340.424	305.003	-7.966
