Chromium Oxide (Cr2O3)	Cr2O3(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-15.282	-1128.844	-1128.844	INFINITE
100	24.255	10.093	155.642	-14.555	-1133.096	-1107.252	578.369
200	75.412	43.065	90.567	-9.501	-1135.576	-1080.195	282.118
298.15	120.366	81.154	81.154	0.	-1134.701	-1053.066	184.493
300	121.922	81.904	81.157	0.224	-1134.645	-1052.560	183.267
305.000	126.775	83.958	81.186	0.845	Cp LAMBDA MAXIMUM
+	
305.000	126.775	83.958	81.186	0.845	TRANSITION
400	112.675	113.736	85.534	11.281	-1133.129	-1025.421	133.906
500	117.721	139.503	93.829	22.837	-1131.353	-998.699	104.333
600	120.549	161.232	103.300	34.759	-1129.610	-972.333	84.649
700	122.625	179.977	112.945	46.922	-1127.958	-946.252	70.610
800	124.290	196.463	122.375	59.270	-1126.413	-920.401	60.096
900	125.725	211.187	131.440	71.773	-1125.007	-894.736	51.929
1000	127.009	224.501	140.091	84.410	-1123.795	-869.217	45.403
1100	128.202	236.663	148.325	97.171	-1122.829	-843.808	40.069
1200	129.332	247.867	156.159	110.049	-1122.137	-818.475	35.627
1300	130.411	258.261	163.618	123.036	-1121.754	-793.188	31.871
1400	131.457	267.964	170.729	136.130	-1121.703	-767.918	28.651
1500	132.482	277.069	177.518	149.327	-1121.999	-742.639	25.861
1600	133.486	285.651	184.011	162.625	-1122.654	-717.329	23.418
1700	134.478	293.774	190.230	176.024	-1123.676	-691.967	21.262
1800	135.457	301.486	196.199	189.517	-1125.077	-666.534	19.342
1900	136.880	308.848	201.935	203.135	-1126.833	-641.013	17.623
2000	138.168	315.903	207.459	216.888	-1128.937	-615.391	16.072
2100	139.056	322.665	212.785	230.749	-1131.423	-589.654	14.667
2200	139.947	329.155	217.928	244.699	-1172.985	-562.478	13.355
2300	140.839	335.395	222.900	258.739	-1172.557	-534.738	12.144
2400	141.733	341.408	227.714	272.867	-1172.074	-507.017	11.035
2500	142.628	347.212	232.378	287.085	-1171.534	-479.318	10.015
2600	143.526	352.824	236.903	301.393	-1170.937	-451.640	9.074
2603.000	143.553	352.989	237.037	301.824	CRYSTAL <--> LIQUID
2700	144.428	358.257	241.298	315.791	1170.281  423.987 8.203
2800	145.333	363.526	245.570	330.279	-1169.566	-396.359	7.394
2900	146.242	368.642	249.726	344.857	-1168.789	-368.759	6.642
3000	147.155	373.615	253.773	359.527	-1845.987	-331.960	5.780
