Tantalum (Ta)	Ta1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-5.681	0.	0.		
100	19.744	16.143	63.003	-4.686	0.	0.	0.
200	24.085	31.586	43.756	-2.434	0.	0.	0.
250	24.861	37.049	41.886	-1.209	0.	0.	0.
298.15	25.295	41.471	41.471	0.	0.	0.	0.
300	25.307	41.628	41.472	0.047	0.	0.	0.
350	25.598	45.552	41.781	1.320	0.	0.	0.
400	25.840	48.986	42.471	2.606	0.	0.	0.
450	26.088	52.044	43.368	3.904	0.	0.	0.
500	26.349	54.806	44.376	5.215	0.	0.	0.
600	26.843	59.655	46.530	7.875	0.	0.	0.
700	27.214	63.822	48.709	10.579	0.	0.	0.
800	27.459	67.473	50.831	13.313	0.	0.	0.
900	27.668	70.718	52.864	16.069	0.	0.	0.
1000	27.933	73.647	54.798	18.848	0.	0.	0.
1100	28.281	76.325	56.635	21.659	0.	0.	0.
1200	28.662	78.802	58.380	24.507	0.	0.	0.
1300	28.989	81.110	60.041	27.390	0.	0.	0.
1400	29.202	83.267	61.624	30.301	0.	0.	0.
1500	29.319	85.286	63.135	33.227	0.	0.	0.
1600	29.439	87.182	64.579	36.164	0.	0.	0.
1700	29.688	88.973	65.962	39.119	0.	0.	0.
1800	30.124	90.682	67.288	42.108	0.	0.	0.
1900	30.665	92.325	68.563	45.148	0.	0.	0.
2000	31.191	93.911	69.791	48.240	0.	0.	0.
2100	31.713	95.445	70.976	51.386	0.	0.	0.
2200	32.252	96.933	72.122	54.584	0.	0.	0.
2300	32.828	98.379	73.233	57.837	0.	0.	0.
2400	33.459	99.789	74.310	61.151	0.	0.	0.
2500	34.167	101.169	75.357	64.532	0.	0.	0.
2600	34.970	102.525	76.376	67.988	0.	0.	0.
2700	35.890	103.861	77.369	71.530	0.	0.	0.
2800	36.946	105.185	78.339	75.170	0.	0.	0.
2900	38.158	106.502	79.287	78.924	0.	0.	0.
3000	39.546	107.819	80.216	82.808	0.	0.	0.
3100	41.130	109.141	81.128	86.840	0.	0.	0.
3200	42.930	110.474	82.024	91.041	0.	0.	0.
3258.000	44.080	111.256	82.538	93.564	CRYSTAL <--> LIQUID
3300	44.965	111.826	82.907	95.433	36.456 0.471  0.007
3400	47.256	113.202	83.778	100.042	-36.031	1.584	-0.024
3500	49.823	114.608	84.638	104.894	-35.363	2.681	-0.040
3600	52.685	116.051	85.491	110.017	-34.424	3.756	-0.054
3700	55.864	117.537	86.337	115.441	-33.184	4.800	-0.068
3800	59.377	119.073	87.178	121.201	-31.609	5.806	-0.080
