Cobalt Fluoride (CoF2)	Co1F2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-12.459	-670.395	-670.395	INFINITE
100	33.492	25.002	134.693	-10.969	-672.334	-657.029	343.197
200	57.584	56.746	87.999	-6.250	-672.454	-641.555	167.557
298.15	68.909	82.026	82.026	0.	-671.532	-626.562	109.771
300	69.041	82.453	82.028	0.128	-671.508	-626.283	109.046
400	75.714	103.350	84.831	7.408	-670.016	-611.424	79.844
500	78.927	120.625	90.315	15.155	-668.372	-596.965	62.365
600	80.789	135.193	96.613	23.148	-666.746	-582.837	50.741
700	82.015	147.744	103.041	31.292	-665.190	-568.977	42.458
800	82.902	158.756	109.331	39.540	-664.152	-555.271	36.255
900	83.592	168.562	115.378	47.866	-662.824	-541.742	31.442
1000	84.161	177.400	121.145	56.254	-661.698	-528.351	27.598
1100	84.646	185.444	126.631	64.695	-660.813	-515.062	24.458
1200	85.077	192.828	131.844	73.182	-660.208	-501.841	21.845
1300	85.475	199.654	136.801	81.710	-660.032	-488.654	19.634
1400	85.839	206.002	141.519	90.276	-660.415	-475.460	17.740
1400.000	85.839	206.002	141.519	90.276	CRYSTAL <--> LIQUID
1500	86.186	211.936	146.018	98.877	659.771  462.269 16.098
1600	86.517	217.509	150.314	107.512	-658.858	-449.131	14.663
1700	86.831	222.764	154.423	116.180	-657.832	-436.054	13.398
1800	87.140	227.736	158.359	124.878	-673.055	-422.744	12.268
1900	87.441	232.455	162.135	133.607	-672.247	-408.860	11.240
2000	87.734	236.948	165.765	142.366	-671.420	-395.019	10.317
