Fluorine (F)	F1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.518	77.284	77.284	INFINITE
100	21.205	134.479	178.805	-4.433	77.916	72.987	-38.124
200	22.605	149.670	160.833	-2.233	78.652	67.783	-17.703
250	22.783	154.738	159.125	-1.097	79.037	65.021	-13.585
298.15	22.746	158.750	158.750	0.	79.390	62.289	-10.913
300	22.742	158.891	158.751	0.042	79.403	62.183	-10.827
350	22.603	162.387	159.027	1.176	79.743	59.286	-8.848
400	22.431	165.394	159.639	2.302	80.053	56.342	-7.358
450	22.259	168.026	160.428	3.419	80.337	53.361	-6.194
500	22.100	170.363	161.307	4.528	80.597	50.350	-5.260
600	21.832	174.368	163.161	6.724	81.056	44.256	-3.853
700	21.628	177.717	165.008	8.897	81.453	38.090	-2.842
800	21.474	180.594	166.780	11.051	81.803	31.871	-2.081
900	21.357	183.117	168.458	13.193	82.117	25.611	-1.486
1000	21.266	185.362	170.038	15.324	82.403	19.317	-1.009
1100	21.194	187.385	171.525	17.446	82.666	12.995	-0.617
1200	21.137	189.227	172.924	19.563	82.909	6.651	-0.290
1300	21.091	190.917	174.244	21.674	83.136	0.287	-0.012
1400	21.053	192.478	175.492	23.781	83.348	-6.095	0.227
1500	21.022	193.930	176.673	25.885	83.546	-12.490	0.435
1600	20.996	195.286	177.795	27.986	83.733	-18.899	0.617
1700	20.974	196.558	178.861	30.085	83.909	-25.319	0.778
1800	20.955	197.756	179.878	32.181	84.075	-31.749	0.921
1900	20.939	198.889	180.849	34.276	84.234	-38.188	1.050
2000	20.925	199.963	181.778	36.369	84.387	-44.635	1.166
2100	20.913	200.983	182.669	38.461	84.535	-51.090	1.271
2200	20.902	201.956	183.523	40.551	84.681	-57.551	1.366
2300	20.893	202.885	184.345	42.641	84.827	-64.020	1.454
2400	20.885	203.774	185.136	44.730	84.974	-70.494	1.534
2500	20.877	204.626	185.899	46.818	85.125	-76.975	1.608
2600	20.871	205.445	186.635	48.906	85.281	-83.462	1.677
2700	20.865	206.232	187.346	50.992	85.444	-89.956	1.740
2800	20.860	206.991	188.034	53.079	85.617	-96.455	1.799
2900	20.855	207.723	188.701	55.164	85.800	-102.961	1.855
3000	20.851	208.430	189.347	57.250	85.994	-109.473	1.906
3100	20.847	209.114	189.973	59.334	86.202	-115.992	1.954
3200	20.843	209.775	190.582	61.419	86.423	-122.518	2.000
3300	20.840	210.417	191.173	63.503	86.660	-129.051	2.043
3400	20.837	211.039	191.748	65.587	86.911	-135.592	2.083
3500	20.834	211.643	192.308	67.670	87.179	-142.140	2.121
3600	20.831	212.230	192.854	69.754	87.463	-148.695	2.158
3700	20.829	212.800	193.385	71.837	87.764	-155.259	2.192
3800	20.827	213.356	193.903	73.920	88.081	-161.832	2.225
3900	20.825	213.897	194.409	76.002	88.416	-168.413	2.256
4000	20.823	214.424	194.903	78.084	88.767	-175.003	2.285
4100	20.821	214.938	195.385	80.167	89.135	-181.602	2.314
4200	20.820	215.440	195.857	82.249	89.520	-188.209	2.341
4300	20.818	215.930	196.318	84.331	89.921	-194.827	2.367
4400	20.817	216.408	196.769	86.412	90.338	-201.454	2.392
4500	20.815	216.876	197.211	88.494	90.771	-208.090	2.415
4600	20.814	217.334	197.643	90.575	91.220	-214.736	2.438
4700	20.813	217.781	198.067	92.657	91.685	-221.392	2.461
4800	20.812	218.219	198.482	94.738	92.164	-228.059	2.482
4900	20.811	218.648	198.889	96.819	92.658	-234.735	2.502
5000	20.810	219.069	199.289	98.900	93.166	-241.422	2.522
5100	20.809	219.481	199.681	100.981	93.687	-248.119	2.541
5200	20.808	219.885	200.065	103.062	94.223	-254.826	2.560
5300	20.807	220.281	200.443	105.143	94.771	-261.544	2.578
5400	20.807	220.670	200.814	107.224	95.332	-268.272	2.595
5500	20.806	221.052	201.179	109.304	95.905	-275.011	2.612
5600	20.805	221.427	201.537	111.385	96.491	-281.760	2.628
5700	20.805	221.795	201.889	113.465	97.088	-288.520	2.644
5800	20.804	222.157	202.235	115.546	97.696	-295.290	2.659
5900	20.803	222.513	202.576	117.626	98.315	-302.071	2.674
6000	20.803	222.862	202.911	119.706	98.944	-308.862	2.689
