Carbon Dioxide, Ion (CO2-)	C1O2-(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-10.147	-435.628				
100	33.269	203.352	271.567	-6.822						
200	34.178	226.586	243.909	-3.465						
250	35.280	234.325	241.243	-1.730						
298.15	36.593	240.648	240.648	0.	-441.412	-444.030	77.792
300	36.647	240.875	240.649	0.068	-441.453	-444.047	77.315
350	38.163	246.636	241.100	1.938	-442.570	-444.391	66.322
400	39.737	251.835	242.122	3.885	-443.708	-444.573	58.055
450	41.295	256.606	243.470	5.911	-444.867	-444.612	51.609
500	42.785	261.034	245.008	8.013	-446.044	-444.521	46.439
600	45.454	269.078	248.363	12.429	-448.445	-443.992	38.653
700	47.653	276.256	251.844	17.088	-450.891	-443.057	33.061
800	49.420	282.739	255.307	21.945	-453.371	-441.769	28.845
900	50.828	288.644	258.688	26.960	-455.874	-440.168	25.547
1000	51.952	294.060	261.958	32.101	-458.397	-438.288	22.894
1100	52.854	299.055	265.106	37.343	-460.937	-436.154	20.711
1200	53.586	303.686	268.131	42.667	-463.492	-433.789	18.882
1300	54.183	308.000	271.034	48.056	-466.063	-431.209	17.326
1400	54.677	312.034	273.820	53.500	-468.651	-428.431	15.985
1500	55.088	315.821	276.495	58.989	-471.257	-425.468	14.816
1600	55.433	319.387	279.065	64.515	-473.881	-422.330	13.788
1700	55.725	322.757	281.537	70.073	-476.525	-419.027	12.875
1800	55.974	325.949	283.917	75.659	-479.191	-415.568	12.059
1900	56.188	328.981	286.209	81.267	-481.880	-411.960	11.326
2000	56.374	331.868	288.421	86.895	-484.592	-408.210	10.661
2100	56.535	334.623	290.556	92.541	-487.329	-404.324	10.057
2200	56.676	337.256	292.619	98.202	-490.092	-400.306	9.504
2300	56.800	339.778	294.615	103.876	-492.881	-396.163	8.997
2400	56.910	342.198	296.548	109.561	-495.697	-391.898	8.529
2500	57.008	344.523	298.420	115.257	-498.539	-387.514	8.097
2600	57.095	346.761	300.237	120.962	-501.409	-383.017	7.695
2700	57.173	348.917	302.000	126.676	-504.305	-378.408	7.321
2800	57.243	350.998	303.713	132.397	-507.229	-373.691	6.971
2900	57.306	353.008	305.378	138.124	-510.179	-368.871	6.644
3000	57.363	354.951	306.999	143.858	-513.156	-363.947	6.337
3100	57.415	356.833	308.576	149.597	-516.159	-358.924	6.048
3200	57.462	358.657	310.113	155.341	-519.187	-353.804	5.775
3300	57.505	360.426	311.611	161.089	-522.241	-348.589	5.518
3400	57.545	362.143	313.072	166.842	-525.319	-343.280	5.274
3500	57.581	363.811	314.498	172.598	-528.422	-337.881	5.043
3600	57.615	365.434	315.890	178.358	-531.548	-332.393	4.823
3700	57.645	367.013	317.251	184.121	-534.698	-326.818	4.614
3800	57.674	368.551	318.581	189.887	-537.871	-321.156	4.415
3900	57.700	370.049	319.881	195.655	-541.066	-315.411	4.224
4000	57.724	371.510	321.154	201.427	-544.283	-309.585	4.043
4100	57.747	372.936	322.399	207.200	-547.523	-303.677	3.869
4200	57.768	374.328	323.619	212.976	-550.783	-297.691	3.702
4300	57.788	375.687	324.814	218.754	-554.066	-291.625	3.543
4400	57.806	377.016	325.986	224.533	-557.370	-285.485	3.389
4500	57.823	378.315	327.134	230.315	-560.695	-279.268	3.242
4600	57.839	379.586	328.261	236.098	-564.041	-272.978	3.100
4700	57.854	380.830	329.366	241.883	-567.409	-266.614	2.963
4800	57.869	382.049	330.451	247.669	-570.799	-260.178	2.831
4900	57.882	383.242	331.516	253.456	-574.211	-253.671	2.704
5000	57.894	384.411	332.562	259.245	-577.646	-247.094	2.581
5100	57.906	385.558	333.590	265.035	-581.103	-240.449	2.463
5200	57.917	386.683	334.601	270.826	-584.584	-233.736	2.348
5300	57.928	387.786	335.594	276.619	-588.089	-226.955	2.237
5400	57.938	388.869	336.570	282.412	-591.620	-220.109	2.129
5500	57.947	389.932	337.531	288.206	-595.175	-213.197	2.025
5600	57.956	390.976	338.476	294.001	-598.757	-206.218	1.924
5700	57.965	392.002	339.406	299.797	-602.367	-199.177	1.825
5800	57.973	393.010	340.322	305.594	-606.005	-192.071	1.730
5900	57.980	394.001	341.223	311.392	-609.672	-184.905	1.637
6000	57.987	394.976	342.111	317.190	-613.369	-177.673	1.547
