Sodium Bromide (NaBr)	Br1Na1(l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
298.15	62.342	104.363	104.363	0.	-339.343	-332.427	58.240
300	62.342	104.749	104.364	0.115	-339.350	-332.384	57.873
400	62.342	122.683	106.810	6.349	-355.977	-326.912	42.690
500	62.342	136.594	111.427	12.584	-354.690	-319.792	33.408
600	62.342	147.961	116.598	18.818	-353.332	-312.939	27.244
700	62.342	157.571	121.782	25.052	-351.919	-306.318	22.858
800	62.342	165.895	126.787	31.286	-350.470	-299.903	19.582
900	62.342	173.238	131.549	37.520	-349.005	-293.670	17.044
1000	62.342	179.806	136.052	43.754	-347.545	-287.600	15.023
1100	62.342	185.748	140.304	49.989	-346.111	-281.675	13.376
1200	62.342	191.172	144.320	56.223	-441.483	-273.439	11.902
1300	62.342	196.162	148.119	62.457	-439.228	-259.526	10.428
1400	62.342	200.782	151.717	68.691	-436.977	-245.788	9.170
1500	62.342	205.084	155.133	74.925	-434.731	-232.210	8.086
1600	62.342	209.107	158.382	81.159	-432.490	-218.781	7.142
1700	62.342	212.886	161.478	87.394	-430.256	-205.493	6.314
1800	62.342	216.450	164.434	93.628	-428.027	-192.336	5.581
1900	62.342	219.820	167.262	99.862	-425.807	-179.303	4.929
2000	62.342	223.018	169.970	106.096	-423.596	-166.386	4.346
2100	62.342	226.060	172.569	112.330	-421.395	-153.580	3.820
2200	62.342	228.960	175.067	118.564	-419.205	-140.878	3.345
2300	62.342	231.731	177.471	124.799	-417.028	-128.276	2.913
2400	62.342	234.384	179.787	131.033	-414.864	-115.768	2.520
2500	62.342	236.929	182.023	137.267	-412.716	-103.349	2.159
