Copper Sulfate (CuSO4)	Cu1O4S1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-16.863	-760.059	-760.059	INFINITE
100	43.718	32.670	181.424	-14.875	-765.239	-731.589	382.143
200	77.008	74.167	117.649	-8.696	-768.538	-696.504	181.908
298.15	98.868	109.254	109.254	0.	-769.982	-660.781	115.766
300	99.286	109.867	109.256	0.183	-769.994	-660.104	114.934
400	114.934	140.654	113.347	10.923	-772.288	-623.342	81.400
500	127.194	167.676	121.566	23.055	-772.767	-586.042	61.223
600	136.315	191.710	131.291	36.251	-772.095	-548.744	47.772
700	142.925	213.244	141.488	50.229	-770.647	-511.625	38.178
800	147.695	232.656	151.691	64.772	-768.713	-474.750	30.998
900	151.042	250.251	161.680	79.714	-819.616	-437.054	25.366
1000	153.762	266.309	171.352	94.958	-815.986	-394.741	20.619
1100	156.063	281.074	180.665	110.451	-812.287	-352.795	16.753
1200	158.113	294.743	189.609	126.161	-808.556	-311.188	13.546
1300	159.954	307.473	198.191	142.066	-804.849	-269.891	10.844
1400	161.628	319.388	206.427	158.146	-814.329	-228.471	8.524
1500	163.218	330.594	214.335	174.389	-810.587	-186.755	6.503
1600	164.724	341.177	221.935	190.787	-806.756	-145.290	4.743
1700	166.147	351.206	229.247	207.330	-802.843	-104.068	3.198
1800	167.569	360.743	236.289	224.017	-798.849	-63.079	1.831
1900	168.908	369.839	243.081	240.841	-794.778	-22.313	0.613
2000	170.247	378.537	249.638	257.798	-790.631	18.236	-0.476
