Cryolite, Alpha (Na3AlF6)	Al1F6Na3(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-38.095	-3304.649	-3304.649	INFINITE
100	100.039	62.287	402.572	-34.028	-3313.806	-3261.080	1703.414
200	179.033	159.302	257.165	-19.573	-3317.306	-3206.528	837.459
298.15	215.727	238.467	238.467	0.	-3316.908	-3152.168	552.247
300	216.212	239.803	238.471	0.400	-3316.883	-3151.146	548.663
400	236.379	305.007	247.223	23.114	-3323.200	-3095.511	404.232
500	248.634	358.934	264.326	47.304	-3321.044	-3038.816	317.463
600	262.793	405.519	284.058	72.876	-3317.675	-2982.666	259.664
700	276.822	447.083	304.429	99.858	-3313.053	-2927.179	218.429
800	290.780	484.959	324.661	128.238	-3307.209	-2872.439	187.551
836.000	295.809	497.868	331.843	138.797	ALPHA <--> BETA
900	304.691	520.012	344.443	158.013	3300.200  2818.502 163.582
1000	318.582	552.834	363.657	189.176	-3302.683	-2764.645	144.410
1100	332.461	583.849	382.277	221.729	-3293.191	-2711.290	128.748
1200	346.310	613.371	400.315	255.668	-3572.796	-2651.533	115.418
