Cobalt Chloride (CoCl2)	Cl2Co1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-15.801	-314.394	-314.394	INFINITE
100	48.158	36.945	173.312	-13.637	-315.663	-299.689	156.541
200	71.337	79.256	116.256	-7.400	-314.374	-284.115	74.203
298.15	78.492	109.266	109.266	0.	-312.545	-269.647	47.241
300	78.576	109.751	109.267	0.145	-312.508	-269.381	46.903
400	81.714	132.821	112.391	8.172	-310.520	-255.304	33.339
500	83.387	151.243	118.382	16.431	-308.570	-241.727	25.253
600	84.600	166.552	125.170	24.829	-306.698	-228.536	19.896
700	85.939	179.699	132.042	33.360	-304.875	-215.653	16.092
800	86.818	191.234	138.735	41.999	-303.536	-202.967	13.252
900	87.529	201.501	145.149	50.717	-301.883	-190.496	11.056
1000	88.241	210.762	151.255	59.507	-300.401	-178.201	9.308
1013.000	88.316	211.902	152.026	60.655	CRYSTAL <--> LIQUID
1100	88.826	219.200	157.054	68.361	299.134  166.045 7.885
1200	89.370	226.952	162.560	77.271	-298.121	-153.993	6.703
1300	89.872	234.126	167.793	86.233	-297.514	-142.010	5.706
1400	90.374	240.804	172.772	95.245	-297.441	-130.053	4.852
1500	90.876	247.057	177.518	104.308	-296.317	-118.134	4.114
