Vanadium Nitride (VN)	N1V1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.228	-214.403	-214.403	INFINITE
100	15.111	8.354	64.935	-5.658	-215.773	-207.899	108.595
200	29.675	23.719	40.504	-3.357	-216.763	-199.597	52.129
298.15	37.981	37.264	37.264	0.	-217.150	-191.068	33.474
300	38.200	37.499	37.264	0.070	-217.152	-190.907	33.240
400	43.296	49.239	38.830	4.164	-217.082	-182.158	23.787
500	46.183	59.227	41.937	8.645	-216.731	-173.464	18.122
600	48.208	67.832	45.553	13.368	-216.221	-164.856	14.352
700	49.819	75.387	49.286	18.271	-215.615	-156.342	11.666
800	51.212	82.132	52.978	23.324	-214.951	-147.919	9.658
900	52.480	88.238	56.561	28.509	-214.256	-139.582	8.101
1000	53.668	93.829	60.013	33.817	-213.540	-131.323	6.860
1100	54.806	98.998	63.325	39.241	-212.812	-123.137	5.847
1200	55.907	103.814	66.500	44.777	-212.084	-115.017	5.007
1300	56.986	108.332	69.546	50.421	-211.362	-106.957	4.298
1400	58.045	112.594	72.470	56.173	-210.655	-98.952	3.692
1500	59.091	116.634	75.281	62.030	-209.963	-90.998	3.169
1600	60.124	120.481	77.987	67.990	-209.284	-83.089	2.713
1700	61.170	124.158	80.595	74.057	-208.625	-75.222	2.311
1800	62.049	127.679	83.114	80.217	-207.999	-67.393	1.956
1900	62.969	131.058	85.549	86.468	-207.420	-59.598	1.638
2000	63.932	134.313	87.906	92.813	-206.890	-51.832	1.354
2100	64.852	137.454	90.191	99.252	-206.420	-44.091	1.097
2200	65.772	140.493	92.409	105.784	-228.900	-36.266	0.861
2300	66.651	143.436	94.564	112.405	-228.716	-27.514	0.625
2400	67.530	146.291	96.660	119.114	-228.450	-18.771	0.409
2500	68.408	149.065	98.701	125.911	-228.102	-10.041	0.210
2600	69.287	151.766	100.690	132.796	-227.671	-1.327	0.027
2700	70.166	154.397	102.631	139.768	-227.156	7.369	-0.143
2800	71.044	156.965	104.526	146.829	-226.558	16.044	-0.299
2900	71.923	159.473	106.377	153.977	-225.877	24.697	-0.445
3000	72.802	161.926	108.188	161.214	-225.110	33.325	-0.580
3100	73.638	164.327	109.961	168.536	-224.262	41.925	-0.706
3200	74.475	166.678	111.696	175.941	-223.333	50.497	-0.824
3300	75.312	168.983	113.398	183.430	-222.323	59.039	-0.935
3400	76.191	171.244	115.066	191.006	-221.231	67.549	-1.038
3500	77.027	173.465	116.703	198.667	-220.055	76.026	-1.135
