Iron Sulfate (FeSO4)	Fe1O4S1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-16.769	-919.331	-919.331	INFINITE
100	44.074	42.771	194.810	-15.204	-924.688	-892.445	466.166
200	78.848	85.016	129.562	-8.909	-927.627	-858.919	224.327
298.15	100.583	120.957	120.957	0.	-928.848	-824.879	144.515
300	101.002	121.580	120.959	0.186	-928.859	-824.234	143.512
400	116.650	152.861	125.118	11.097	-931.115	-789.237	103.064
500	128.909	180.266	133.463	23.401	-931.710	-753.695	78.738
600	138.030	204.613	143.331	36.769	-931.332	-718.113	62.517
700	144.641	226.410	153.670	50.918	-930.365	-682.648	50.940
800	149.411	246.052	164.011	65.633	-929.150	-647.342	42.267
900	152.758	263.849	174.131	80.746	-981.132	-611.106	35.468
1000	155.477	280.088	183.927	96.161	-979.245	-570.101	29.779
1100	157.779	295.017	193.356	111.826	-978.112	-529.226	25.131
1200	159.829	308.835	202.411	127.709	-976.304	-488.516	21.265
1300	161.670	321.702	211.098	143.785	-972.740	-448.012	18.001
1400	163.343	333.744	219.433	160.036	-969.161	-407.782	15.215
1500	164.933	345.069	227.435	176.451	-965.573	-367.809	12.808
1600	166.440	355.762	235.124	193.020	-961.981	-328.076	10.711
1700	167.862	365.895	242.521	209.735	-959.340	-288.548	8.866
1800	169.285	375.530	249.645	226.593	-956.087	-249.184	7.231
1900	170.624	384.719	256.514	243.589	-966.938	-209.298	5.754
2000	171.962	393.505	263.146	260.718	-963.937	-169.499	4.427
