Beryllium Chloride, Alpha (BeCl2)	Be1Cl2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-11.979	-491.795	-491.795	INFINITE
100	33.660	28.974	131.942	-10.297	-493.064	-477.011	249.165
200	53.555	59.036	88.261	-5.845	-492.228	-461.208	120.455
298.15	64.852	82.676	82.676	0.	-490.930	-446.254	78.182
300	65.019	83.078	82.677	0.120	-490.903	-445.977	77.651
400	72.760	102.907	85.329	7.031	-489.303	-431.234	56.313
500	77.530	119.678	90.566	14.556	-487.453	-416.927	43.556
600	80.082	134.040	96.644	22.437	-485.471	-403.007	35.085
688.000	81.278	145.083	102.148	29.539	ALPHA <--> LIQUID
700	81.358	146.489	102.896	30.515	483.457  389.422 29.059
800	82.257	157.413	109.042	38.697	-481.471	-376.125	24.558
900	83.023	167.146	114.967	46.961	-479.519	-363.074	21.072
1000	83.680	175.929	120.631	55.297	-477.603	-350.239	18.295
1100	84.230	183.931	126.027	63.694	-475.728	-337.593	16.031
1200	84.672	191.280	131.163	72.140	-473.902	-325.117	14.152
1300	85.007	198.071	136.052	80.625	-472.134	-312.790	12.568
1400	85.234	204.380	140.710	89.138	-470.435	-300.597	11.215
1500	85.354	210.265	145.153	97.668	-468.817	-288.523	10.047
