Aluminum Bromide (AlBr3)	Al1Br3(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-21.915	-491.896	-491.896	INFINITE
100	70.819	86.415	261.717	-17.530	-492.185	-492.051	257.021
200	89.947	142.206	189.044	-9.368	-493.176	-491.562	128.383
298.15	100.578	180.216	180.216	0.	-511.285	-488.515	85.586
300	100.816	180.839	180.218	0.186	-511.353	-488.374	85.033
370.600	113.078	203.294	182.510	7.703	CRYSTAL <--> LIQUID
370.600	124.965	233.664	182.510	18.958	TRANSITION
400	124.965	243.204	186.625	22.632	-543.136	-472.510	61.703
500	124.965	271.089	200.833	35.128	-538.810	-455.357	47.571
600	124.965	293.873	214.498	47.625	-534.628	-439.061	38.224
700	124.965	313.136	227.249	60.121	-530.587	-423.455	31.599
800	124.965	329.823	239.051	72.618	-526.700	-408.418	26.667
900	124.965	344.541	249.970	85.114	-522.990	-393.857	22.859
1000	124.965	357.708	260.097	97.610	-530.070	-378.939	19.794
1100	124.965	369.618	269.521	110.107	-526.424	-364.003	17.285
1200	124.965	380.492	278.322	122.603	-522.790	-349.398	15.209
1300	124.965	390.494	286.571	135.100	-519.170	-335.095	13.464
1400	124.965	399.755	294.329	147.596	-515.562	-321.071	11.979
1500	124.965	408.377	301.648	160.093	-511.969	-307.305	10.701
