Potassium Hydride (KH)	H1K1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-8.795	125.530	125.530	INFINITE
100	29.136	165.689	224.657	-5.897	125.197	117.224	-61.232
200	29.583	185.963	200.811	-2.970	124.183	109.630	-28.632
250	30.243	192.630	198.530	-1.475	123.605	106.058	-22.160
298.15	31.036	198.024	198.024	0.	123.010	102.731	-17.998
300	31.068	198.216	198.025	0.057	122.986	102.606	-17.865
350	31.917	203.069	198.406	1.632	119.945	99.357	-14.828
400	32.711	207.384	199.263	3.248	119.245	96.465	-12.597
450	33.419	211.279	200.386	4.902	118.605	93.656	-10.871
500	34.034	214.832	201.655	6.589	118.017	90.916	-9.498
600	35.019	221.129	204.389	10.044	116.968	85.597	-7.452
700	35.752	226.585	207.179	13.584	116.043	80.443	-6.003
800	36.309	231.397	209.912	17.188	115.194	75.416	-4.924
900	36.746	235.700	212.542	20.842	114.378	70.493	-4.091
1000	37.098	239.590	215.055	24.535	113.556	65.661	-3.430
1100	37.391	243.140	217.450	28.259	33.742	65.523	-3.111
1200	37.640	246.404	219.728	32.011	33.876	68.406	-2.978
1300	37.858	249.426	221.898	35.786	34.012	71.278	-2.864
1400	38.052	252.239	223.966	39.582	34.147	74.140	-2.766
1500	38.228	254.870	225.939	43.396	34.277	76.992	-2.681
1600	38.389	257.342	227.826	47.227	34.402	79.835	-2.606
1700	38.540	259.674	229.631	51.074	34.520	82.671	-2.540
1800	38.681	261.881	231.362	54.935	34.629	85.500	-2.481
1900	38.816	263.976	233.024	58.810	34.728	88.324	-2.428
2000	38.944	265.971	234.622	62.698	34.817	91.142	-2.380
2100	39.068	267.874	236.160	66.598	34.893	93.956	-2.337
2200	39.188	269.694	237.643	70.511	34.956	96.767	-2.298
2300	39.305	271.438	239.075	74.436	35.004	99.576	-2.261
2400	39.419	273.114	240.459	78.372	35.034	102.383	-2.228
2500	39.530	274.725	241.797	82.319	35.045	105.189	-2.198
2600	39.640	276.278	243.094	86.278	35.034	107.994	-2.170
2700	39.747	277.776	244.351	90.247	34.999	110.801	-2.144
2800	39.854	279.223	245.571	94.227	34.937	113.610	-2.119
2900	39.959	280.623	246.755	98.218	34.845	116.421	-2.097
3000	40.062	281.980	247.907	102.219	34.721	119.236	-2.076
3100	40.165	283.295	249.027	106.230	34.561	122.056	-2.057
3200	40.267	284.572	250.118	110.252	34.361	124.881	-2.038
3300	40.369	285.813	251.181	114.284	34.127	127.713	-2.022
3400	40.469	287.019	252.218	118.326	33.841	130.553	-2.006
3500	40.569	288.194	253.229	122.378	33.508	133.402	-1.991
3600	40.669	289.338	254.216	126.440	33.119	136.261	-1.977
3700	40.767	290.454	255.180	130.511	32.672	139.132	-1.964
3800	40.866	291.542	256.123	134.593	32.163	142.016	-1.952
3900	40.964	292.605	257.045	138.685	31.586	144.915	-1.941
4000	41.062	293.643	257.947	142.786	30.944	147.828	-1.930
4100	41.159	294.659	258.830	146.897	30.226	150.759	-1.921
4200	41.256	295.652	259.695	151.018	29.423	153.708	-1.912
4300	41.353	296.623	260.542	155.148	28.535	156.677	-1.903
4400	41.450	297.575	261.373	159.288	27.834	159.641	-1.895
4500	41.546	298.508	262.188	163.438	26.830	162.648	-1.888
4600	41.643	299.422	262.988	167.598	25.740	165.678	-1.881
4700	41.739	300.319	263.772	171.767	24.581	168.731	-1.875
4800	41.835	301.198	264.543	175.945	23.441	171.797	-1.870
4900	41.930	302.062	265.300	180.134	22.107	174.901	-1.864
5000	42.026	302.910	266.044	184.331	20.683	178.034	-1.860
5100	42.121	303.743	266.775	188.539	19.166	181.196	-1.856
5200	42.217	304.562	267.494	192.756	17.557	184.389	-1.852
5300	42.312	305.367	268.201	196.982	15.855	187.613	-1.849
5400	42.407	306.159	268.896	201.218	14.061	190.870	-1.846
5500	42.502	306.938	269.581	205.464	12.177	194.162	-1.844
5600	42.597	307.705	270.255	209.718	10.202	197.488	-1.842
5700	42.692	308.459	270.918	213.983	8.484	200.803	-1.840
5800	42.787	309.203	271.572	218.257	6.379	204.196	-1.839
5900	42.881	309.935	272.216	222.540	4.195	207.625	-1.838
6000	42.976	310.656	272.851	226.833	1.933	211.092	-1.838
