Sodium Aluminum Oxide (NaAlO2)	Al1Na1O2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-23.794	-1137.319	-1137.319	INFINITE
100	28.259	15.004	123.662	-10.866	-1129.119	-1110.209	579.914
200	56.907	44.279	76.663	-6.477	-1131.899	-1090.089	284.702
298.15	73.638	70.400	70.400	0.	-1133.195	-1069.248	187.328
300	73.889	70.856	70.401	0.136	-1133.209	-1068.851	186.104
400	83.412	93.498	73.424	8.030	-1136.417	-1047.095	136.737
500	89.563	112.798	79.417	16.690	-1136.549	-1024.739	107.054
600	94.270	129.554	86.408	25.888	-1136.263	-1002.398	87.267
700	98.291	144.393	93.651	35.519	-1135.686	-980.130	73.138
740.000	99.788	149.896	96.544	39.481	ALPHA <--> BETA
740.000	97.696	151.649	96.544	40.778	TRANSITION
800	98.751	159.306	100.967	46.671	-1133.761	-958.058	62.555
900	100.525	171.040	108.112	56.635	-1133.231	-936.128	54.331
1000	102.299	181.723	114.946	66.776	-1143.354	-913.493	47.716
1100	104.073	191.556	121.470	77.095	-1142.628	-890.541	42.288
1200	105.847	200.688	127.695	87.591	-1238.567	-865.220	37.662
1300	107.621	209.230	133.642	98.264	-1236.730	-834.182	33.518
1400	109.395	217.270	139.331	109.115	-1234.746	-803.290	29.971
1500	111.169	224.878	144.783	120.143	-1232.613	-772.545	26.902
1600	112.943	232.110	150.017	131.349	-1230.328	-741.948	24.222
1700	114.751	239.011	155.050	142.734	-1227.889	-711.498	21.862
1800	116.491	245.620	159.900	154.297	-1225.296	-681.196	19.768
1900	118.233	251.965	164.579	166.034	-1222.553	-651.042	17.898
2000	119.858	258.072	169.102	177.939	-1219.665	-621.037	16.220
2100	121.366	263.957	173.480	190.002	-1216.644	-591.179	14.705
2200	122.759	269.635	177.722	202.209	-1213.503	-561.468	13.331
2300	124.034	275.121	181.838	214.549	-1210.252	-531.903	12.080
2400	125.194	280.424	185.836	227.012	-1206.905	-502.481	10.936
2500	126.237	285.557	189.723	239.584	-1203.473	-473.200	9.887
2600	127.163	290.526	193.505	252.255	-1199.968	-444.058	8.921
2700	127.973	295.341	197.188	265.013	-1196.403	-415.052	8.030
2800	128.666	300.008	200.777	277.846	-1486.690	-385.211	7.186
2900	129.243	304.533	204.277	290.742	-1481.946	-345.957	6.231
3000	129.704	308.923	207.693	303.691	-1477.178	-306.866	5.343
