Potassium Cyanide (KCN)	C1K1N1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-17.343	-118.345	-118.345	INFINITE
100	55.483	49.213	191.980	-14.277	-118.522	-111.797	58.397
168.300	76.283	82.687	141.073	-9.826	I <--> II
168.300	67.280	89.623	141.073	-8.659	TRANSITION
200	66.828	101.196	133.862	-6.533	-115.154	-106.080	27.705
298.15	66.391	127.780	127.780	0.	-113.470	-102.011	17.872
300	66.383	128.191	127.781	0.123	-113.445	-101.940	17.749
400	66.316	147.269	130.383	6.755	-114.772	-97.829	12.775
500	66.354	162.072	135.295	13.388	-114.043	-93.681	9.787
600	66.392	174.173	140.797	20.025	-113.515	-89.662	7.806
700	66.431	184.410	146.315	26.667	-113.164	-85.716	6.396
800	66.471	193.283	151.644	33.312	-112.972	-81.810	5.342
895.000	66.509	200.744	156.467	39.628	I <--> LIQUID
900	66.511	201.115	156.714	39.961	112.928  77.919 4.522
1000	66.551	208.124	161.510	46.614	-113.031	-74.025	3.867
1100	66.590	214.469	166.041	53.271	-192.235	-65.504	3.111
1200	66.629	220.265	170.322	59.932	-191.578	-54.012	2.351
1300	66.669	225.600	174.371	66.597	-190.988	-42.573	1.711
1400	66.708	230.542	178.209	73.266	-190.455	-31.177	1.163
1500	66.747	235.146	181.853	79.938	-189.970	-19.817	0.690
1600	66.787	239.455	185.320	86.615	-189.529	-8.488	0.277
1700	66.826	243.505	188.625	93.296	-189.125	2.815	-0.086
1800	66.865	247.325	191.781	99.980	-188.757	14.094	-0.409
1900	66.905	250.942	194.800	106.669	-188.422	25.355	-0.697
2000	66.944	254.375	197.694	113.361	-188.117	36.598	-0.956
