Nickel Carbonyl (Ni(CO)4)	C4Ni1O4(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-30.495	-605.714	-605.714	INFINITE
100	84.479	286.831	532.198	-24.537	-606.311	-599.206	312.993
200	127.972	359.892	428.595	-13.741	-604.533	-592.611	154.774
298.15	149.289	415.507	415.507	0.	-601.576	-587.378	102.906
300	149.557	416.431	415.510	0.276	-601.519	-587.290	102.256
400	160.377	461.081	421.524	15.823	-598.734	-582.983	76.130
500	167.490	497.670	433.204	32.233	-596.716	-579.297	60.519
600	173.167	528.724	446.600	49.274	-595.585	-575.934	50.140
700	178.000	555.790	460.306	66.839	-594.943	-572.706	42.736
800	182.138	579.836	473.772	84.851	-594.376	-569.571	37.189
900	185.652	601.497	486.781	103.245	-594.059	-566.492	32.878
1000	188.623	621.216	499.253	121.963	-593.948	-563.436	29.431
1100	191.125	639.314	511.174	140.954	-594.007	-560.383	26.610
1200	193.238	656.037	522.558	160.175	-594.219	-557.319	24.259
1300	195.025	671.577	533.431	179.590	-594.575	-554.230	22.269
1400	196.543	686.087	543.822	199.171	-595.076	-551.109	20.562
1500	197.836	699.692	553.765	218.891	-595.721	-547.947	19.081
1600	198.949	712.496	563.289	238.731	-596.514	-544.737	17.784
1700	199.902	724.587	572.425	258.675	-597.462	-541.473	16.637
1800	200.748	736.037	581.199	278.708	-615.719	-537.434	15.596
1900	201.472	746.911	589.637	298.820	-616.893	-533.053	14.655
2000	202.121	757.262	597.762	319.000	-618.127	-528.608	13.806
2100	202.683	767.137	605.594	339.241	-619.424	-524.101	13.036
2200	203.192	776.578	613.153	359.535	-620.783	-519.529	12.335
2300	203.641	785.620	620.456	379.877	-622.208	-514.895	11.694
2400	204.049	794.296	627.520	400.262	-623.699	-510.199	11.104
2500	204.412	802.633	634.359	420.685	-625.257	-505.437	10.561
2600	204.744	810.657	640.986	441.143	-626.882	-500.613	10.057
2700	205.042	818.390	647.415	461.633	-628.575	-495.724	9.590
2800	205.317	825.852	653.655	482.151	-630.336	-490.771	9.155
2900	205.566	833.061	659.718	502.695	-632.164	-485.756	8.749
3000	205.798	840.034	665.613	523.264	-634.059	-480.674	8.369
3100	206.013	846.785	671.349	543.854	-636.021	-475.528	8.013
3200	206.213	853.329	676.934	564.466	-1014.883	-465.132	7.592
3300	206.396	859.678	682.376	585.096	-1015.322	-447.946	7.090
3400	206.568	865.842	687.682	605.745	-1015.825	-430.744	6.618
3500	206.730	871.832	692.858	626.409	-1016.390	-413.529	6.172
3600	206.882	877.658	697.911	647.090	-1017.019	-396.295	5.750
3700	207.024	883.328	702.846	667.786	-1017.711	-379.044	5.351
3800	207.158	888.851	707.668	688.495	-1018.466	-361.771	4.973
3900	207.284	894.234	712.383	709.217	-1019.284	-344.479	4.614
4000	207.405	899.483	716.995	729.951	-1020.166	-327.166	4.272
4100	207.521	904.606	721.509	750.698	-1021.112	-309.829	3.947
4200	207.631	909.608	725.928	771.455	-1022.122	-292.469	3.637
4300	207.736	914.495	730.257	792.224	-1023.197	-275.083	3.342
4400	207.836	919.272	734.499	813.002	-1024.338	-257.673	3.059
4500	207.932	923.944	738.657	833.791	-1025.546	-240.236	2.789
4600	208.024	928.515	742.735	854.589	-1026.822	-222.772	2.530
4700	208.113	932.989	746.735	875.395	-1028.167	-205.277	2.281
4800	208.200	937.372	750.661	896.211	-1029.583	-187.754	2.043
4900	208.285	941.666	754.516	917.035	-1031.071	-170.199	1.814
5000	208.367	945.874	758.301	937.868	-1032.634	-152.615	1.594
5100	208.446	950.001	762.019	958.709	-1034.273	-134.997	1.383
5200	208.522	954.050	765.673	979.557	-1035.991	-117.350	1.179
5300	208.596	958.022	769.265	1000.413	-1037.789	-99.665	0.982
5400	208.669	961.922	772.797	1021.276	-1039.673	-81.948	0.793
5500	208.738	965.752	776.271	1042.147	-1041.642	-64.195	0.610
5600	208.807	969.514	779.688	1063.024	-1043.702	-46.404	0.433
5700	208.874	973.210	783.051	1083.908	-1045.855	-28.577	0.262
5800	208.941	976.843	786.361	1104.799	-1048.103	-10.709	0.096
5900	209.006	980.416	789.620	1125.696	-1050.452	7.194	-0.064
6000	209.070	983.929	792.829	1146.600	-1052.904	25.143	-0.219
