Lithium Fluoride (LiF)	F1Li1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.473	-614.369	-614.369	INFINITE
100	12.816	4.858	65.944	-6.109	-615.953	-607.186	317.162
200	32.803	20.690	39.225	-3.707	-616.858	-597.965	156.172
298.15	41.815	35.660	35.660	0.	-616.931	-588.660	103.131
300	41.936	35.919	35.661	0.077	-616.928	-588.485	102.464
400	46.543	48.706	37.373	4.533	-616.682	-579.039	75.615
500	49.329	59.401	40.738	9.331	-619.500	-569.345	59.479
600	51.589	68.597	44.633	14.378	-619.173	-559.341	48.695
700	53.723	76.711	48.647	19.645	-618.607	-549.410	40.997
800	55.731	84.016	52.619	25.118	-617.835	-539.575	35.231
900	57.697	90.695	56.483	30.790	-616.881	-529.848	30.752
1000	59.580	96.871	60.217	36.654	-615.749	-520.237	27.174
1100	61.505	102.642	63.814	42.710	-614.434	-510.748	24.253
1121.300	61.883	103.825	64.563	44.024	CRYSTAL <--> LIQUID
1121.300	64.183	127.982	64.563	71.111	TRANSITION
1200	64.183	132.335	68.867	76.162	-585.730	-503.292	21.908
1300	64.183	137.473	73.949	82.581	-584.069	-496.490	19.949
1400	64.183	142.229	78.659	88.999	-582.412	-489.815	18.275
1500	64.183	146.657	83.046	95.417	-580.757	-483.259	16.829
1600	64.183	150.800	87.152	101.835	-579.102	-476.813	15.566
1700	64.183	154.691	91.012	108.254	-722.684	-463.294	14.235
1800	64.183	158.359	94.653	114.672	-720.276	-448.106	13.004
1900	64.183	161.829	98.098	121.090	-717.875	-433.051	11.905
2000	64.183	165.122	101.367	127.508	-715.481	-418.122	10.920
2100	64.183	168.253	104.478	133.927	-713.093	-403.313	10.032
2200	64.183	171.239	107.446	140.345	-710.710	-388.617	9.227
2300	64.183	174.092	110.282	146.763	-708.331	-374.030	8.494
2400	64.183	176.823	112.998	153.181	-705.955	-359.546	7.825
2500	64.183	179.443	115.604	159.600	-703.583	-345.161	7.212
2600	64.183	181.961	118.108	166.018	-701.214	-330.871	6.647
2700	64.183	184.383	120.518	172.436	-698.848	-316.672	6.126
2800	64.183	186.717	122.841	178.854	-696.485	-302.560	5.644
2900	64.183	188.969	125.082	185.273	-694.124	-288.533	5.197
3000	64.183	191.145	127.248	191.691	-691.768	-274.588	4.781
