Sulfur Fluoride, Ion (SF-)	F1S1-(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.082	-180.649				
100	29.204	185.367	247.084	-6.172						
200	31.130	206.084	221.942	-3.172						
250	32.368	213.166	219.500	-1.584						
298.15	33.380	218.956	218.956	0.	-186.590	-205.828	36.060
300	33.414	219.163	218.957	0.062	-186.637	-205.948	35.859
350	34.243	224.379	219.367	1.754	-187.945	-209.063	31.201
400	34.889	228.995	220.287	3.483	-191.501	-211.901	27.671
450	35.395	233.135	221.489	5.241	-193.542	-214.337	24.880
500	35.795	236.886	222.844	7.021	-195.653	-216.533	22.621
600	36.378	243.467	225.748	10.631	-199.443	-220.346	19.183
700	36.779	249.106	228.692	14.290	-202.985	-223.548	16.681
800	37.071	254.038	231.558	17.984	-206.386	-226.252	14.773
900	37.295	258.417	234.304	21.702	-262.830	-227.455	13.201
1000	37.476	262.356	236.915	25.441	-264.871	-223.415	11.670
1100	37.626	265.936	239.393	29.196	-266.925	-219.170	10.408
1200	37.756	269.215	241.744	32.966	-268.995	-214.737	9.347
1300	37.871	272.242	243.975	36.747	-271.079	-210.131	8.443
1400	37.974	275.052	246.095	40.539	-273.179	-205.364	7.662
1500	38.070	277.675	248.114	44.342	-275.294	-200.447	6.980
1600	38.159	280.135	250.040	48.153	-277.423	-195.388	6.379
1700	38.244	282.451	251.879	51.973	-279.567	-190.195	5.844
1800	38.326	284.640	253.638	55.802	-281.724	-184.875	5.365
1900	38.404	286.714	255.325	59.638	-283.891	-179.436	4.933
2000	38.482	288.686	256.944	63.483	-286.067	-173.882	4.541
2100	38.560	290.565	258.501	67.335	-288.250	-168.219	4.184
2200	38.638	292.361	259.999	71.195	-290.436	-162.452	3.857
2300	38.719	294.080	261.444	75.063	-292.623	-156.586	3.556
2400	38.803	295.730	262.839	78.939	-294.807	-150.624	3.278
2500	38.893	297.315	264.186	82.823	-296.987	-144.572	3.021
2600	38.988	298.843	265.490	86.717	-299.159	-138.432	2.781
2700	39.092	300.316	266.753	90.621	-301.319	-132.209	2.558
2800	39.206	301.740	267.977	94.536	-303.464	-125.907	2.349
2900	39.330	303.118	269.165	98.463	-305.592	-119.528	2.153
3000	39.467	304.453	270.319	102.403	-307.701	-113.076	1.969
3100	39.617	305.750	271.441	106.357	-309.786	-106.554	1.795
3200	39.782	307.010	272.533	110.327	-311.845	-99.965	1.632
3300	39.963	308.237	273.597	114.314	-313.877	-93.313	1.477
3400	40.160	309.433	274.633	118.320	-315.877	-86.599	1.330
3500	40.374	310.600	275.644	122.346	-317.846	-79.826	1.191
3600	40.605	311.741	276.631	126.395	-319.779	-72.998	1.059
3700	40.854	312.857	277.595	130.468	-321.676	-66.117	0.933
3800	41.120	313.950	278.537	134.566	-323.534	-59.185	0.814
3900	41.403	315.021	279.459	138.692	-325.352	-52.205	0.699
4000	41.703	316.073	280.361	142.847	-327.128	-45.178	0.590
4100	42.019	317.107	281.245	147.033	-328.862	-38.108	0.486
4200	42.351	318.123	282.111	151.252	-330.550	-30.996	0.385
4300	42.697	319.124	282.960	155.504	-332.194	-23.844	0.290
4400	43.057	320.110	283.793	159.792	-333.791	-16.655	0.198
4500	43.429	321.081	284.611	164.116	-335.340	-9.429	0.109
4600	43.813	322.040	285.415	168.478	-336.842	-2.171	0.025
4700	44.206	322.987	286.204	172.879	-338.296	5.121	-0.057
4800	44.608	323.921	286.980	177.319	-339.701	12.442	-0.135
4900	45.018	324.845	287.743	181.801	-341.057	19.793	-0.211
5000	45.433	325.759	288.494	186.323	-342.364	27.171	-0.284
5100	45.853	326.663	289.234	190.887	-343.622	34.574	-0.354
5200	46.275	327.557	289.962	195.494	-344.831	42.001	-0.422
5300	46.700	328.443	290.680	200.143	-345.991	49.452	-0.487
5400	47.125	329.320	291.388	204.834	-347.104	56.923	-0.551
5500	47.548	330.188	292.085	209.567	-348.169	64.415	-0.612
5600	47.970	331.049	292.773	214.343	-349.186	71.926	-0.671
5700	48.388	331.902	293.452	219.161	-350.158	79.454	-0.728
5800	48.801	332.747	294.123	224.021	-351.084	86.999	-0.784
5900	49.208	333.584	294.784	228.921	-351.966	94.560	-0.837
6000	49.608	334.415	295.438	233.862	-352.804	102.136	-0.889
