Calcium Chloride (CaCl2)	Ca1Cl2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-15.391	-796.270	-796.270	INFINITE
100	48.812	35.596	164.875	-12.928	-797.700	-780.762	407.828
200	67.357	76.550	111.119	-6.914	-796.992	-764.012	199.539
298.15	72.856	104.602	104.602	0.	-795.797	-748.073	131.059
300	72.927	105.053	104.603	0.135	-795.773	-747.777	130.200
400	75.647	126.448	107.502	7.578	-794.434	-731.979	95.587
500	77.153	143.502	113.054	15.224	-793.125	-716.519	74.854
600	78.199	157.663	119.342	22.992	-791.931	-701.312	61.055
700	79.370	169.801	125.704	30.868	-790.866	-686.294	51.212
800	80.919	180.495	131.897	38.878	-790.750	-671.318	43.833
900	83.094	190.145	137.841	47.074	-789.800	-656.447	38.099
1000	85.772	199.033	143.521	55.512	-788.919	-641.678	33.518
1045.000	87.090	202.837	145.994	59.401	CRYSTAL <--> LIQUID
1100	88.701	207.345	148.950	64.236	788.069  626.995 29.774
1200	91.630	215.189	154.146	73.252	-794.974	-611.767	26.630
1300	94.558	222.639	159.130	82.561	-792.937	-596.580	23.971
1400	97.487	229.754	163.922	92.164	-790.616	-581.561	21.698
1500	100.416	236.579	168.540	102.059	-788.012	-566.717	19.735
1600	103.345	243.154	172.999	112.247	-785.124	-552.057	18.023
1700	106.274	249.507	177.314	122.728	-781.951	-537.586	16.518
1800	109.202	255.664	181.497	133.502	-927.169	-521.099	15.122
1900	112.131	261.647	185.558	144.568	-922.016	-498.679	13.710
2000	115.060	267.473	189.509	155.928	-916.586	-476.537	12.446
