Tantalum Oxide (TaO)	O1Ta1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-8.766	193.721	193.721	INFINITE
100	29.105	208.958	267.528	-5.857	194.182	183.566	-95.885
200	29.398	229.177	243.870	-2.939	193.393	173.223	-45.241
250	29.921	235.789	241.615	-1.457	192.921	168.235	-35.151
298.15	30.600	241.116	241.116	0.	192.464	163.522	-28.648
300	30.628	241.305	241.116	0.057	192.447	163.343	-28.441
350	31.394	246.084	241.492	1.607	191.986	158.529	-23.659
400	32.136	250.325	242.336	3.196	191.541	153.780	-20.082
450	32.815	254.150	243.439	4.820	191.108	149.086	-17.305
500	33.424	257.639	244.687	6.476	190.683	144.439	-15.089
600	34.463	263.828	247.375	9.872	189.839	135.270	-11.776
700	35.344	269.208	250.118	13.363	188.999	126.242	-9.420
800	36.137	273.980	252.808	16.938	188.171	117.333	-7.661
900	36.875	278.280	255.403	20.589	187.363	108.527	-6.299
1000	37.564	282.201	257.890	24.311	186.575	99.810	-5.214
1100	38.201	285.812	260.266	28.100	185.799	91.171	-4.329
1200	38.779	289.161	262.536	31.950	185.027	82.603	-3.596
1300	39.297	292.286	264.706	35.854	184.256	74.099	-2.977
1400	39.759	295.215	266.781	39.807	183.492	65.654	-2.450
1500	40.173	297.973	268.770	43.804	182.742	57.263	-1.994
1600	40.549	300.577	270.677	47.840	182.007	48.922	-1.597
1700	40.900	303.046	272.509	51.913	181.279	40.626	-1.248
1800	41.237	305.394	274.272	56.020	180.539	32.373	-0.939
1900	41.572	307.632	275.969	60.160	179.770	24.163	-0.664
2000	41.915	309.773	277.606	64.335	178.971	15.994	-0.418
2100	42.272	311.827	279.187	68.544	178.142	7.865	-0.196
2200	42.650	313.802	280.716	72.790	177.286	-0.223	0.005
2300	43.050	315.707	282.196	77.075	176.402	-8.272	0.188
2400	43.475	317.548	283.631	81.401	175.487	-16.282	0.354
2500	43.923	319.332	285.023	85.771	174.539	-24.253	0.507
2600	44.393	321.063	286.376	90.186	173.551	-32.186	0.647
2700	44.882	322.748	287.692	94.650	172.514	-40.079	0.775
2800	45.385	324.389	288.974	99.163	171.417	-47.933	0.894
2900	45.898	325.991	290.223	103.727	170.249	-55.746	1.004
3000	46.417	327.555	291.441	108.343	168.993	-63.518	1.106
3100	46.937	329.086	292.631	113.011	167.630	-71.246	1.200
3200	47.454	330.584	293.794	117.730	166.142	-78.929	1.288
3300	47.962	332.052	294.931	122.501	128.049	-86.092	1.363
3400	48.459	333.492	296.044	127.322	126.662	-92.560	1.422
3500	48.940	334.903	297.134	132.192	125.316	-98.988	1.477
3600	49.402	336.288	298.202	137.110	124.010	-105.378	1.529
3700	49.843	337.648	299.250	142.072	122.741	-111.732	1.577
3800	50.260	338.983	300.278	147.077	121.509	-118.053	1.623
3900	50.652	340.294	301.288	152.123	120.309	-124.341	1.665
4000	51.018	341.581	302.279	157.207	119.141	-130.599	1.705
4100	51.356	342.845	303.253	162.326	118.002	-136.829	1.743
4200	51.667	344.086	304.210	167.477	116.889	-143.031	1.779
4300	51.950	345.305	305.152	172.658	115.799	-149.206	1.812
4400	52.205	346.502	306.078	177.866	114.730	-155.357	1.844
4500	52.433	347.678	306.990	183.098	113.679	-161.483	1.874
4600	52.635	348.833	307.887	188.352	112.644	-167.587	1.903
4700	52.811	349.967	308.770	193.624	111.621	-173.668	1.930
4800	52.963	351.080	309.640	198.913	110.608	-179.727	1.956
4900	53.091	352.174	310.497	204.216	109.603	-185.765	1.980
5000	53.197	353.247	311.341	209.531	108.603	-191.783	2.004
5100	53.282	354.302	312.173	214.855	107.606	-197.780	2.026
5200	53.348	355.337	312.993	220.187	106.610	-203.759	2.047
5300	53.395	356.354	313.802	225.524	105.612	-209.718	2.067
5400	53.425	357.352	314.599	230.865	104.610	-215.658	2.086
5500	53.440	358.332	315.385	236.208	103.602	-221.580	2.104
5600	53.440	359.295	316.161	241.553	102.586	-227.483	2.122
5700	53.427	360.241	316.926	246.896	101.561	-233.368	2.139
5800	53.401	361.170	317.681	252.238	-638.230	-236.433	2.129
5900	53.365	362.083	318.426	257.576	-639.492	-229.496	2.032
6000	53.318	362.979	319.161	262.910	-640.813	-222.535	1.937
