Titanium Fluoride (TiF3)	F3Ti1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-13.903	-1184.510	-1184.510	INFINITE
100	38.206	236.501	341.197	-10.470	-1185.998	-1183.266	618.075
200	53.531	267.655	297.086	-5.886	-1187.725	-1179.815	308.136
250	60.296	280.349	292.491	-3.035	-1188.291	-1177.768	246.081
298.15	65.585	291.440	291.440	0.	-1188.674	-1175.704	205.978
300	65.764	291.846	291.441	0.121	-1188.687	-1175.623	204.694
350	70.016	302.317	292.258	3.521	-1188.958	-1173.423	175.124
400	73.278	311.889	294.123	7.107	-1189.144	-1171.191	152.942
450	75.772	320.671	296.591	10.836	-1189.273	-1168.938	135.687
500	77.684	328.757	299.409	14.674	-1189.365	-1166.673	121.882
600	80.293	343.172	305.531	22.584	-1189.491	-1162.122	101.172
700	81.878	355.678	311.822	30.699	-1189.591	-1157.553	86.378
800	82.877	366.681	318.006	38.940	-1189.689	-1152.970	75.281
900	83.536	376.483	323.968	47.263	-1189.839	-1148.372	66.650
1000	83.989	385.309	329.669	55.641	-1190.117	-1143.751	59.743
1100	84.314	393.330	335.097	64.057	-1190.596	-1139.093	54.091
1200	84.554	400.678	340.260	72.501	-1195.265	-1134.262	49.373
1300	84.733	407.453	345.172	80.966	-1195.435	-1129.172	45.371
1400	84.869	413.738	349.847	89.446	-1195.699	-1124.066	41.939
1500	84.973	419.597	354.304	97.938	-1196.073	-1118.937	38.965
1600	85.052	425.083	358.558	106.440	-1196.569	-1113.779	36.361
1700	85.112	430.241	362.625	114.948	-1197.202	-1108.586	34.063
1800	85.157	435.108	366.518	123.462	-1197.981	-1103.351	32.018
1900	85.192	439.713	370.250	131.979	-1198.920	-1098.070	30.188
2000	85.218	444.083	373.833	140.500	-1214.713	-1092.280	28.527
2100	85.238	448.241	377.278	149.023	-1216.744	-1086.109	27.015
2200	85.253	452.207	380.595	157.547	-1218.778	-1079.840	25.639
2300	85.265	455.997	383.791	166.073	-1220.808	-1073.479	24.379
2400	85.273	459.626	386.876	174.600	-1222.830	-1067.030	23.223
2500	85.280	463.107	389.856	183.128	-1224.838	-1060.497	22.158
2600	85.285	466.452	392.738	191.656	-1226.827	-1053.884	21.173
2700	85.288	469.671	395.528	200.184	-1228.791	-1047.195	20.259
2800	85.290	472.773	398.232	208.713	-1230.728	-1040.434	19.410
2900	85.291	475.765	400.854	217.242	-1232.631	-1033.604	18.617
3000	85.290	478.657	403.400	225.771	-1234.497	-1026.709	17.877
3100	85.289	481.454	405.873	234.300	-1236.324	-1019.753	17.183
3200	85.287	484.161	408.277	242.829	-1238.108	-1012.738	16.531
3300	85.283	486.786	410.617	251.358	-1239.847	-1005.668	15.918
3400	85.279	489.332	412.895	259.886	-1241.539	-998.546	15.341
3500	85.274	491.804	415.114	268.413	-1243.183	-991.376	14.795
3600	85.268	494.206	417.278	276.941	-1244.777	-984.158	14.280
3700	85.260	496.542	419.389	285.467	-1655.420	-969.109	13.681
3800	85.252	498.816	421.449	293.993	-1655.680	-950.557	13.066
3900	85.243	501.030	423.461	302.517	-1655.944	-931.997	12.483
4000	85.234	503.188	425.428	311.041	-1656.213	-913.431	11.928
4100	85.223	505.292	427.350	319.564	-1656.484	-894.859	11.401
4200	85.212	507.346	429.230	328.086	-1656.756	-876.279	10.898
4300	85.199	509.351	431.070	336.606	-1657.030	-857.693	10.419
4400	85.187	511.309	432.872	345.126	-1657.302	-839.101	9.961
4500	85.173	513.224	434.636	353.644	-1657.574	-820.502	9.524
4600	85.159	515.096	436.365	362.160	-1657.844	-801.897	9.106
4700	85.144	516.927	438.060	370.675	-1658.110	-783.287	8.705
4800	85.129	518.719	439.722	379.189	-1658.373	-764.671	8.321
4900	85.113	520.474	441.352	387.701	-1658.630	-746.049	7.953
5000	85.097	522.194	442.951	396.212	-1658.883	-727.423	7.599
5100	85.080	523.879	444.522	404.721	-1659.128	-708.791	7.260
5200	85.063	525.531	446.064	413.228	-1659.367	-690.154	6.933
5300	85.046	527.151	447.579	421.733	-1659.597	-671.513	6.618
5400	85.028	528.740	449.067	430.237	-1659.819	-652.869	6.315
5500	85.010	530.300	450.530	438.739	-1660.031	-634.220	6.023
5600	84.992	531.832	451.968	447.239	-1660.233	-615.566	5.742
5700	84.974	533.336	453.382	455.737	-1660.424	-596.910	5.470
5800	84.955	534.814	454.774	464.234	-1660.603	-578.251	5.208
5900	84.937	536.266	456.142	472.728	-1660.770	-559.587	4.954
6000	84.918	537.693	457.490	481.221	-1660.924	-540.922	4.709
