Calcium Hydroxide (Ca(OH)2)	Ca1H2O2(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-15.288	-603.165	-603.165	INFINITE
100	41.018	224.358	341.567	-11.721	-606.482	-599.918	313.365
200	60.577	258.745	291.969	-6.645	-609.279	-592.151	154.654
250	68.164	273.122	286.787	-3.416	-610.155	-587.762	122.806
298.15	73.450	285.605	285.605	0.	-610.764	-583.390	102.208
300	73.620	286.060	285.606	0.136	-610.783	-583.221	101.548
350	77.512	297.717	286.518	3.920	-611.231	-578.589	86.350
400	80.329	308.261	288.588	7.869	-611.562	-573.903	74.944
450	82.418	317.849	291.315	11.941	-611.831	-569.179	66.069
500	84.012	326.619	294.413	16.103	-612.075	-564.426	58.965
600	86.304	342.152	301.108	24.626	-612.583	-554.850	48.304
700	87.972	355.587	307.953	33.343	-613.197	-545.181	40.682
800	89.371	367.427	314.662	42.212	-614.812	-535.310	34.952
900	90.655	378.028	321.124	51.214	-615.716	-525.321	30.489
1000	91.876	387.643	327.302	60.341	-616.875	-515.217	26.912
1100	93.045	396.455	333.194	69.587	-618.300	-504.984	23.980
1200	94.158	404.599	338.809	78.948	-627.726	-493.988	21.503
1300	95.206	412.178	344.165	88.417	-628.461	-482.813	19.400
1400	96.185	419.270	349.279	97.987	-629.168	-471.583	17.595
1500	97.090	425.937	354.169	107.651	-629.853	-460.303	16.029
1600	97.922	432.230	358.853	117.403	-630.521	-448.978	14.658
1700	98.684	438.190	363.346	127.233	-631.175	-437.611	13.446
1800	99.380	443.850	367.663	137.137	-780.494	-423.996	12.304
1900	100.014	449.241	371.816	147.107	-779.723	-404.211	11.113
2000	100.591	454.386	375.817	157.138	-778.957	-384.467	10.041
2100	101.116	459.306	379.676	167.224	-778.201	-364.761	9.073
2200	101.594	464.022	383.403	177.360	-777.463	-345.090	8.193
2300	102.030	468.547	387.008	187.541	-776.749	-325.454	7.391
2400	102.427	472.898	390.496	197.764	-776.065	-305.847	6.657
2500	102.789	477.087	393.877	208.025	-775.418	-286.268	5.981
2600	103.120	481.125	397.155	218.321	-774.816	-266.714	5.358
2700	103.424	485.022	400.338	228.649	-774.267	-247.182	4.782
2800	103.702	488.789	403.430	239.005	-773.779	-227.669	4.247
2900	103.957	492.432	406.436	249.388	-773.360	-208.174	3.750
3000	104.192	495.961	409.362	259.796	-773.020	-188.690	3.285
3100	104.408	499.381	412.211	270.226	-772.765	-169.217	2.851
3200	104.608	502.699	414.987	280.677	-772.606	-149.751	2.444
3300	104.793	505.921	417.694	291.147	-772.551	-130.288	2.062
3400	104.963	509.052	420.335	301.635	-772.608	-110.824	1.703
3500	105.122	512.096	422.914	312.139	-772.786	-91.358	1.363
3600	105.269	515.060	425.432	322.659	-773.091	-71.885	1.043
3700	105.406	517.946	427.894	333.193	-773.531	-52.402	0.740
3800	105.533	520.759	430.301	343.740	-774.112	-32.903	0.452
3900	105.652	523.502	432.656	354.299	-774.840	-13.388	0.179
4000	105.763	526.178	434.960	364.870	-775.721	6.146	-0.080
4100	105.866	528.791	437.217	375.451	-776.757	25.706	-0.327
4200	105.964	531.343	439.428	386.043	-777.952	45.292	-0.563
4300	106.055	533.837	441.595	396.644	-779.309	64.910	-0.788
4400	106.140	536.277	443.719	407.254	-780.826	84.559	-1.004
4500	106.220	538.663	445.802	417.872	-782.492	104.244	-1.210
4600	106.296	540.998	447.847	428.498	-784.327	123.968	-1.408
4700	106.367	543.285	449.853	439.131	-786.326	143.735	-1.597
4800	106.434	545.525	451.823	449.771	-788.482	163.547	-1.780
4900	106.497	547.720	453.758	460.417	-790.794	183.405	-1.955
5000	106.557	549.873	455.658	471.070	-793.256	203.311	-2.124
5100	106.614	551.983	457.527	481.729	-795.867	223.268	-2.287
5200	106.667	554.054	459.363	492.393	-798.615	243.277	-2.444
5300	106.718	556.086	461.169	503.062	-801.504	263.341	-2.595
5400	106.766	558.081	462.945	513.736	-804.524	283.460	-2.742
5500	106.811	560.041	464.693	524.415	-807.669	303.636	-2.884
5600	106.855	561.966	466.413	535.098	-810.925	323.871	-3.021
5700	106.896	563.858	468.106	545.786	-814.302	344.165	-3.154
5800	106.935	565.717	469.773	556.478	-817.785	364.520	-3.283
5900	106.972	567.545	471.414	567.173	-821.368	384.933	-3.408
6000	107.008	569.344	473.032	577.872	-825.045	405.411	-3.529
