Calcium Fluoride (CaF2)	Ca1F2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-11.655	-1223.006	-1223.006	INFINITE
100	28.619	13.347	120.374	-10.703	-1225.941	-1208.642	631.330
200	56.769	43.555	74.450	-6.179	-1226.615	-1190.898	311.031
298.15	68.588	68.572	68.572	0.	-1225.912	-1173.496	205.592
300	68.772	68.997	68.574	0.127	-1225.891	-1173.171	204.267
400	73.864	89.630	71.353	7.311	-1224.561	-1155.791	150.931
500	76.220	106.375	76.736	14.819	-1223.184	-1138.759	118.965
600	78.517	120.471	82.880	22.554	-1221.865	-1121.999	97.679
700	81.090	132.764	89.146	30.532	-1220.577	-1105.456	82.490
800	83.918	143.774	95.298	38.781	-1220.132	-1088.995	71.104
900	86.952	153.832	101.251	47.323	-1218.769	-1072.684	62.257
1000	90.128	163.157	106.981	56.177	-1217.427	-1056.525	55.187
1100	93.412	171.901	112.489	65.353	-1216.093	-1040.499	49.409
1200	96.780	180.172	117.788	74.862	-1222.490	-1023.973	44.572
1300	100.207	188.054	122.892	84.711	-1219.910	-1007.532	40.483
1400	103.680	195.607	127.818	94.905	-1217.007	-991.302	36.986
1424.000	104.520	197.376	128.975	97.403	ALPHA <--> BETA
+	
1424.000	122.884	200.726	128.975	102.173	TRANSITION
1500	123.679	207.136	132.774	111.542	-1207.680	-975.581	33.973
1600	124.725	215.151	137.675	123.963	-1202.588	-960.273	31.350
1691.000	125.677	222.077	142.032	135.356	BETA <--> LIQUID
1700	125.771	222.744	142.457	136.487	1197.409  945.287 29.045
1800	126.817	229.962	147.120	149.117	-1340.813	-928.397	26.941
1900	127.863	236.847	151.663	161.851	-1334.037	-905.669	24.899
2000	128.909	243.432	156.088	174.689	-1327.172	-883.301	23.069
2100	129.955	249.747	160.398	187.633	-1320.215	-861.278	21.423
2200	131.001	255.817	164.598	200.680	-1313.168	-839.589	19.934
2300	132.047	261.663	168.692	213.833	-1306.029	-818.222	18.582
2400	133.093	267.305	172.684	227.090	-1298.800	-797.167	17.350
2500	134.139	272.759	176.579	240.451	-1291.482	-776.416	16.222
2600	135.185	278.041	180.380	253.918	-1284.078	-755.959	15.187
2700	136.231	283.162	184.092	267.488	-1276.591	-735.789	14.235
