Zirconium Chloride (ZrCl3)	Cl3Zr1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-17.615	-522.602	-522.602	INFINITE
100	54.064	267.133	402.036	-13.490	-523.731	-520.688	271.979
200	69.657	310.172	346.126	-7.191	-524.181	-517.416	135.135
250	73.530	326.163	340.579	-3.604	-524.239	-515.717	107.753
298.15	76.025	339.340	339.340	0.	-524.255	-514.074	90.064
300	76.104	339.811	339.342	0.141	-524.255	-514.011	89.497
350	77.945	351.688	340.276	3.994	-524.251	-512.304	76.457
400	79.367	362.192	342.371	7.928	-524.232	-510.598	66.677
450	80.536	371.610	345.106	11.927	-524.203	-508.895	59.071
500	81.533	380.148	348.190	15.979	-524.163	-507.197	52.986
600	83.156	395.163	354.801	24.217	-524.064	-503.812	43.861
700	84.387	408.079	361.511	32.597	-523.959	-500.445	37.344
800	85.308	419.410	368.055	41.084	-523.871	-497.093	32.457
900	85.986	429.499	374.332	49.651	-523.833	-493.748	28.656
1000	86.482	438.586	380.310	58.275	-523.869	-490.404	25.616
1100	86.842	446.846	385.989	66.943	-523.998	-487.053	23.128
1200	87.101	454.414	391.380	75.641	-527.945	-483.463	21.045
1300	87.281	461.394	396.501	84.360	-527.752	-479.764	19.277
1400	87.402	467.867	401.370	93.095	-527.601	-476.079	17.763
1500	87.475	473.899	406.007	101.839	-527.507	-472.402	16.451
1600	87.511	479.546	410.428	110.589	-527.483	-468.730	15.302
1700	87.518	484.852	414.652	119.340	-527.546	-465.056	14.289
1800	87.502	489.854	418.692	128.091	-527.706	-461.376	13.389
1900	87.470	494.584	422.563	136.840	-527.979	-457.684	12.583
2000	87.426	499.070	426.277	145.585	-528.377	-453.975	11.857
2100	87.372	503.334	429.846	154.325	-528.913	-450.242	11.199
2200	87.313	507.397	433.279	163.059	-550.923	-445.735	10.583
2300	87.251	511.277	436.587	171.787	-552.190	-440.925	10.014
2400	87.187	514.989	439.777	180.509	-553.486	-436.060	9.491
2500	87.123	518.547	442.857	189.225	-554.811	-431.140	9.008
2600	87.060	521.963	445.834	197.934	-556.169	-426.166	8.562
2700	86.999	525.247	448.715	206.637	-557.560	-421.140	8.147
2800	86.940	528.410	451.505	215.334	-558.986	-416.061	7.762
2900	86.883	531.460	454.210	224.025	-560.446	-410.931	7.402
3000	86.829	534.404	456.834	232.711	-561.941	-405.750	7.065
3100	86.778	537.251	459.383	241.391	-563.470	-400.519	6.749
3200	86.729	540.005	461.859	250.066	-565.033	-395.238	6.452
3300	86.683	542.673	464.268	258.737	-566.627	-389.907	6.172
3400	86.639	545.260	466.612	267.403	-568.251	-384.527	5.908
3500	86.597	547.771	468.895	276.065	-569.901	-379.100	5.658
3600	86.558	550.210	471.120	284.723	-571.576	-373.624	5.421
3700	86.520	552.581	473.290	293.376	-573.271	-368.103	5.197
3800	86.484	554.888	475.407	302.027	-574.983	-362.535	4.983
3900	86.450	557.134	477.474	310.673	-576.709	-356.922	4.780
4000	86.418	559.322	479.493	319.317	-578.443	-351.264	4.587
4100	86.386	561.456	481.466	327.957	-580.183	-345.563	4.403
4200	86.356	563.537	483.396	336.594	-581.924	-339.819	4.226
4300	86.327	565.569	485.283	345.228	-583.663	-334.034	4.058
4400	86.300	567.553	487.130	353.860	-585.394	-328.209	3.896
4500	86.273	569.492	488.939	362.488	-587.115	-322.345	3.742
4600	86.247	571.388	490.711	371.114	-588.822	-316.442	3.593
4700	86.222	573.243	492.447	379.738	-590.511	-310.502	3.451
4800	86.197	575.058	494.150	388.359	-1153.115	-292.910	3.188
4900	86.174	576.835	495.819	396.977	-1154.411	-274.975	2.931
5000	86.151	578.576	497.457	405.593	-1155.697	-257.015	2.685
5100	86.129	580.281	499.064	414.207	-1156.969	-239.028	2.448
5200	86.107	581.954	500.642	422.819	-1158.224	-221.017	2.220
5300	86.087	583.594	502.192	431.429	-1159.458	-202.982	2.001
5400	86.066	585.203	503.714	440.037	-1160.667	-184.924	1.789
5500	86.047	586.782	505.210	448.642	-1161.850	-166.844	1.585
5600	86.028	588.332	506.681	457.246	-1163.003	-148.742	1.387
5700	86.009	589.854	508.127	465.848	-1164.123	-130.621	1.197
5800	85.991	591.350	509.549	474.448	-1165.210	-112.479	1.013
5900	85.974	592.820	510.948	483.046	-1166.260	-94.320	0.835
6000	85.957	594.265	512.324	491.643	-1167.271	-76.143	0.663
