Barium Sulfide (BaS)	Ba1S1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.556	39.549	39.549	INFINITE
100	30.195	212.875	279.140	-6.627	40.091	23.464	-12.256
200	33.796	234.997	252.065	-3.414	39.117	7.174	-1.874
298.15	35.531	248.861	248.861	0.	37.782	-8.232	1.442
300	35.552	249.081	248.862	0.066	37.753	-8.517	1.483
400	36.360	259.433	250.267	3.666	33.740	-23.599	3.082
500	36.789	267.597	252.946	7.326	29.653	-37.494	3.917
600	37.047	274.329	255.965	11.018	25.139	-50.484	4.395
700	37.219	280.053	259.007	14.732	21.691	-62.824	4.688
800	37.342	285.032	261.956	18.461	17.881	-74.630	4.873
900	37.438	289.436	264.769	22.200	-38.543	-84.914	4.928
1000	37.515	293.384	267.437	25.947	-40.558	-89.959	4.699
1100	37.581	296.963	269.961	29.702	-50.951	-93.981	4.463
1200	37.643	300.236	272.349	33.464	-53.219	-97.792	4.257
1300	37.705	303.251	274.612	37.231	-55.396	-101.418	4.075
1400	37.776	306.048	276.759	41.005	-57.505	-104.879	3.913
1500	37.867	308.657	278.799	44.787	-59.565	-108.190	3.768
1600	37.990	311.105	280.743	48.579	-61.593	-111.366	3.636
1700	38.161	313.413	282.597	52.386	-63.607	-114.415	3.516
1800	38.399	315.600	284.370	56.214	-65.620	-117.346	3.405
1900	38.721	317.685	286.069	60.069	-67.645	-120.164	3.304
2000	39.146	319.681	287.700	63.961	-69.693	-122.875	3.209
2100	39.691	321.604	289.269	67.902	-71.774	-125.484	3.121
2200	40.370	323.465	290.782	71.904	-213.416	-122.616	2.911
2300	41.193	325.277	292.242	75.981	-214.748	-118.460	2.690
2400	42.168	327.051	293.656	80.148	-216.221	-114.242	2.486
2500	43.296	328.794	295.026	84.420	-217.822	-109.961	2.298
2600	44.576	330.517	296.358	88.812	-219.530	-105.613	2.122
2700	45.998	332.225	297.655	93.340	-221.318	-101.198	1.958
2800	47.551	333.926	298.920	98.016	-223.159	-96.715	1.804
2900	49.216	335.623	300.157	102.853	-225.020	-92.167	1.660
3000	50.972	337.321	301.367	107.862	-226.871	-87.554	1.524
3100	52.795	339.022	302.554	113.050	-228.680	-82.880	1.397
3200	54.657	340.728	303.721	118.422	-230.418	-78.149	1.276
3300	56.529	342.438	304.868	123.982	-232.051	-73.365	1.161
3400	58.384	344.153	305.998	129.728	-233.569	-68.534	1.053
3500	60.193	345.872	307.113	135.657	-234.951	-63.659	0.950
3600	61.930	347.592	308.213	141.764	-236.184	-58.747	0.852
3700	63.570	349.312	309.301	148.040	-237.261	-53.803	0.760
3800	65.093	351.027	310.376	154.474	-238.178	-48.832	0.671
3900	66.482	352.736	311.441	161.054	-238.936	-43.839	0.587
4000	67.723	354.436	312.494	167.765	-239.543	-38.829	0.507
4100	68.809	356.122	313.538	174.593	-240.004	-33.805	0.431
4200	69.733	357.791	314.572	181.522	-240.331	-28.772	0.358
4300	70.494	359.441	315.596	188.534	-240.541	-23.732	0.288
4400	71.094	361.069	316.611	195.615	-240.647	-18.688	0.222
4500	71.539	362.672	317.617	202.748	-240.663	-13.644	0.158
4600	71.835	364.248	318.613	209.918	-240.600	-8.600	0.098
4700	71.991	365.795	319.601	217.110	-240.459	-3.560	0.040
4800	72.020	367.311	320.579	224.312	-240.296	1.479	-0.016
4900	71.931	368.795	321.548	231.510	-240.099	6.513	-0.069
5000	71.737	370.246	322.508	238.695	-239.892	11.544	-0.121
5100	71.451	371.664	323.458	245.855	-239.662	16.568	-0.170
5200	71.085	373.048	324.398	252.982	-239.460	21.590	-0.217
5300	70.650	374.398	325.329	260.069	-239.277	26.609	-0.262
5400	70.158	375.715	326.250	267.110	-239.123	31.624	-0.306
5500	69.619	376.997	327.161	274.100	-238.973	36.632	-0.348
5600	69.043	378.246	328.062	281.033	-238.837	41.635	-0.388
5700	68.439	379.463	328.953	287.907	-238.799	46.643	-0.427
5800	67.814	380.648	329.834	294.720	-238.788	51.648	-0.465
5900	67.175	381.802	330.705	301.470	-238.713	56.636	-0.501
6000	66.529	382.925	331.566	308.155	-238.821	61.643	-0.537
