Aluminum, Ion (Al-)	Al1-(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.756	284.770				
100	22.297	144.748	186.955	-4.221						
200	21.171	159.730	170.057	-2.065						
250	21.031	164.437	168.480	-1.011						
298.15	20.960	168.135	168.135	0.	280.790	245.345	-42.983
300	20.958	168.265	168.135	0.039	280.745	245.125	-42.680
350	20.921	171.492	168.390	1.086	279.518	239.285	-35.711
400	20.913	174.285	168.957	2.131	278.251	233.624	-30.508
450	20.933	176.749	169.688	3.177	276.954	228.123	-26.480
500	20.983	178.957	170.506	4.225	275.633	222.768	-23.272
600	21.163	182.797	172.244	6.332	272.926	212.448	-18.495
700	21.421	186.078	173.992	8.460	270.129	202.588	-15.117
800	21.715	188.957	175.686	10.617	267.226	193.136	-12.610
900	22.006	191.532	177.306	12.803	264.192	184.055	-10.682
1000	22.270	193.864	178.847	15.017	250.412	176.081	-9.198
1100	22.493	195.998	180.311	17.256	247.397	168.794	-8.015
1200	22.670	197.963	181.701	19.514	244.402	161.780	-7.042
1300	22.804	199.783	183.023	21.788	241.422	155.016	-6.229
1400	22.897	201.477	184.281	24.074	238.454	148.481	-5.540
1500	22.955	203.058	185.481	26.367	235.493	142.157	-4.950
1600	22.985	204.541	186.626	28.664	232.537	136.031	-4.441
1700	22.991	205.935	187.721	30.963	229.582	130.090	-3.997
1800	22.978	207.249	188.770	33.261	226.627	124.323	-3.608
1900	22.950	208.490	189.776	35.558	223.670	118.720	-3.264
2000	22.912	209.666	190.741	37.851	220.709	113.273	-2.958
2100	22.865	210.783	191.669	40.140	217.744	107.974	-2.686
2200	22.812	211.846	192.562	42.424	214.775	102.816	-2.441
2300	22.756	212.859	193.423	44.702	211.799	97.794	-2.221
2400	22.697	213.826	194.253	46.975	208.818	92.901	-2.022
2500	22.636	214.751	195.054	49.241	205.831	88.133	-1.841
2600	22.576	215.638	195.829	51.502	202.838	83.484	-1.677
2700	22.515	216.489	196.579	53.757	199.839	78.950	-1.527
2800	22.455	217.306	197.304	56.005	-97.067	75.496	-1.408
2900	22.397	218.093	198.008	58.248	-98.983	81.692	-1.471
3000	22.340	218.852	198.690	60.485	-100.904	87.955	-1.531
3100	22.285	219.583	199.352	62.716	-102.831	94.282	-1.589
3200	22.231	220.290	199.996	64.942	-104.764	100.672	-1.643
3300	22.180	220.973	200.621	67.162	-106.703	107.121	-1.696
3400	22.130	221.635	201.229	69.378	-108.647	113.630	-1.746
3500	22.082	222.275	201.822	71.588	-110.597	120.196	-1.794
3600	22.036	222.897	202.398	73.794	-112.552	126.818	-1.840
3700	21.992	223.500	202.961	75.996	-114.514	133.494	-1.885
3800	21.950	224.086	203.509	78.193	-116.480	140.223	-1.928
3900	21.910	224.656	204.044	80.386	-118.453	147.004	-1.969
4000	21.871	225.210	204.566	82.575	-120.432	153.836	-2.009
4100	21.834	225.749	205.076	84.760	-122.417	160.717	-2.048
4200	21.799	226.275	205.575	86.942	-124.409	167.647	-2.085
4300	21.765	226.788	206.062	89.120	-126.407	174.624	-2.121
4400	21.733	227.288	206.539	91.295	-128.413	181.648	-2.156
4500	21.702	227.776	207.005	93.466	-130.424	188.717	-2.191
4600	21.672	228.252	207.462	95.635	-132.446	195.832	-2.224
4700	21.644	228.718	207.909	97.801	-134.476	202.990	-2.256
4800	21.617	229.174	208.348	99.964	-136.515	210.192	-2.287
4900	21.591	229.619	208.777	102.124	-138.564	217.436	-2.318
5000	21.566	230.055	209.198	104.282	-140.624	224.722	-2.348
5100	21.543	230.482	209.612	106.438	-142.696	232.050	-2.377
5200	21.520	230.900	210.017	108.591	-144.780	239.418	-2.405
5300	21.498	231.310	210.415	110.742	-146.878	246.826	-2.433
5400	21.477	231.711	210.806	112.890	-148.990	254.275	-2.460
5500	21.457	232.105	211.189	115.037	-151.117	261.762	-2.486
5600	21.438	232.492	211.566	117.182	-153.260	269.288	-2.512
5700	21.419	232.871	211.937	119.325	-155.421	276.853	-2.537
5800	21.401	233.243	212.301	121.466	-157.597	284.455	-2.562
5900	21.384	233.609	212.659	123.605	-159.795	292.096	-2.586
6000	21.368	233.968	213.011	125.743	-161.991	299.771	-2.610
