Nickel Chloride (NiCl2)	Cl2Ni1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-14.426	-305.389	-305.389	INFINITE
52.350	28.361	11.674	278.918	-13.990	Cp LAMBDA MAXIMUM
52.350	29.122	11.674	278.918	-13.990	TRANSITION
100	43.878	32.394	156.473	-12.408	-306.791	-290.384	151.681
200	64.890	70.800	104.534	-6.747	-306.057	-274.184	71.610
298.15	71.660	98.157	98.157	0.	-304.930	-258.779	45.337
300	71.747	98.601	98.159	0.133	-304.908	-258.492	45.008
400	76.289	119.910	101.033	7.551	-303.688	-243.202	31.759
500	78.898	137.244	106.597	15.324	-302.454	-228.225	23.842
600	79.881	151.724	112.945	23.267	-301.421	-213.481	18.585
700	80.313	164.068	119.389	31.275	-300.407	-198.895	14.842
800	80.900	174.824	125.660	39.331	-299.137	-184.480	12.045
900	82.067	184.412	131.664	47.473	-297.846	-170.225	9.880
1000	84.072	193.153	137.382	55.771	-296.473	-156.117	8.155
1100	87.077	201.298	142.826	64.320	-294.932	-142.155	6.750
1200	91.186	209.043	148.024	73.223	-293.120	-128.343	5.587
1300	96.469	216.542	153.007	82.596	-290.929	-114.698	4.609
1304.000	96.705	216.839	153.202	82.982	CRYSTAL <--> LIQUID
1304.000	101.186	276.018	153.202	160.152	TRANSITION
1400	101.186	283.206	161.873	169.866	-210.936	-106.929	3.990
1500	101.186	290.187	170.198	179.984	-208.194	-99.596	3.468
1600	101.186	296.718	177.903	190.103	-205.555	-92.443	3.018
1700	101.186	302.852	185.075	200.222	-203.024	-85.451	2.626
1800	101.186	308.636	191.780	210.340	-217.755	-77.891	2.260
