Lithium Aluminum Oxide (LiAlO2)	Al1Li1O2(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.693	-1180.523	-1180.523	INFINITE
100	17.966	8.046	99.257	-9.121	-1183.834	-1165.875	608.991
200	47.999	30.154	58.942	-5.758	-1187.025	-1146.565	299.452
298.15	67.777	53.313	53.313	0.	-1188.674	-1126.303	197.324
300	68.128	53.733	53.314	0.126	-1188.693	-1125.916	196.039
400	81.546	75.421	56.180	7.697	-1189.202	-1104.891	144.284
500	88.408	94.425	61.974	16.226	-1192.298	-1083.492	113.192
600	92.688	110.947	68.790	25.294	-1192.108	-1061.744	92.433
700	95.751	125.475	75.871	34.723	-1191.706	-1040.047	77.609
800	98.165	138.424	82.896	44.423	-1191.220	-1018.414	66.496
900	100.203	150.107	89.725	54.343	-1190.737	-996.843	57.855
1000	102.006	160.759	96.303	64.455	-1200.889	-974.563	50.906
1100	103.654	170.559	102.614	74.740	-1200.170	-951.964	45.205
1200	105.198	179.645	108.660	85.183	-1199.326	-929.436	40.457
1300	106.671	188.124	114.450	95.777	-1198.363	-906.983	36.443
1400	108.089	196.082	119.999	106.515	-1197.279	-884.609	33.005
1500	109.466	203.586	125.324	117.393	-1196.075	-862.317	30.029
1600	110.813	210.694	130.439	128.408	-1194.752	-840.109	27.427
1700	112.140	217.452	135.361	139.556	-1338.549	-810.812	24.913
1800	113.449	223.899	140.102	150.835	-1336.240	-779.835	22.630
1900	114.746	230.068	144.676	162.245	-1333.827	-748.988	20.591
1973.000	115.679	234.411	147.916	170.656	CRYSTAL <--> LIQUID
2000	116.022	235.986	149.094	173.784	1331.309  718.272 18.759
2100	117.294	241.678	153.368	185.449	-1328.691	-687.684	17.105
2200	118.558	247.163	157.508	197.242	-1325.971	-657.223	15.604
