Zirconium Iodide (ZrI3)	I3Zr1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-24.359	-396.545	-396.545	INFINITE
100	83.366	100.663	292.625	-19.196	-396.843	-396.355	207.035
200	98.328	164.189	213.936	-9.950	-397.188	-395.728	103.354
298.15	103.818	204.585	204.585	0.	-397.480	-394.947	69.193
300	103.897	205.227	204.587	0.192	-397.486	-394.931	68.764
400	105.855	235.422	208.690	10.693	-422.002	-393.180	51.344
500	106.274	259.088	216.490	21.299	-486.315	-379.800	39.677
600	106.692	278.504	225.255	31.949	-483.987	-358.717	31.229
700	106.901	294.966	234.068	42.629	-481.726	-338.018	25.223
800	107.110	309.254	242.593	53.329	-479.544	-317.638	20.740
900	107.320	321.883	250.715	64.051	-477.454	-297.526	17.268
1000	107.445	333.197	258.407	74.790	-475.474	-277.642	14.503
1100	107.529	343.442	265.679	85.539	-473.620	-257.949	12.249
1200	107.612	352.802	272.555	96.296	-475.614	-238.198	10.368
1300	107.696	361.419	279.064	107.062	-473.500	-218.500	8.779
1400	107.738	369.401	285.235	117.833	-471.470	-198.961	7.423
1500	107.780	376.836	291.097	128.609	-469.548	-179.564	6.253
1600	107.822	383.793	296.675	139.389	-467.761	-160.291	5.233
1700	107.864	390.331	301.994	150.174	-466.131	-141.124	4.336
1800	107.905	396.498	307.074	160.962	-464.679	-122.049	3.542
1900	107.947	402.333	311.936	171.755	-463.423	-103.050	2.833
2000	107.989	407.871	316.595	182.551	-462.373	-84.111	2.197
