Chiolite (Na5Al3F14)	Al3F14Na5(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-80.910	-7554.692	-7554.692	INFINITE
100	214.723	142.800	861.276	-71.848	-7574.128	-7455.146	3894.169
200	370.912	317.691	522.895	-41.041	-7581.508	-7325.950	1913.342
298.15	454.006	483.545	483.545	0.	-7581.408	-7200.348	1261.471
300	455.094	486.357	483.554	0.841	-7581.368	-7197.984	1253.280
400	499.570	623.823	501.993	48.732	-7591.644	-7069.564	923.190
500	525.092	738.188	538.126	100.031	-7587.309	-6939.508	724.965
600	542.665	835.534	579.783	153.451	-7581.492	-6810.474	592.904
700	556.472	920.245	622.500	208.421	-7574.685	-6682.498	498.654
800	568.606	995.357	664.500	264.686	-7567.175	-6555.548	428.033
900	579.484	1062.962	705.080	322.094	-7559.205	-6429.570	373.163
1000	589.944	1124.591	743.994	380.597	-7582.715	-6302.216	329.194
1010.000	590.781	1130.465	747.792	386.500	CRYSTAL <--> LIQUID
1100	600.319	1181.296	781.205	440.100	7573.318  6174.615 293.208
1200	610.864	1233.983	816.767	500.660	-8047.057	-6035.700	262.727
1300	621.324	1283.291	850.776	562.269	-8031.751	-5868.701	235.807
1400	631.784	1329.719	883.344	624.925	-8015.548	-5702.916	212.778
1500	642.244	1373.664	914.580	688.626	-7998.439	-5538.319	192.861
