Lead Sulfide (PbS)	Pb1S1(cr,l)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-11.511	-98.545	-98.545	INFINITE
100	39.748	41.296	133.734	-9.244	-98.734	-97.928	51.152
200	47.614	71.920	95.823	-4.781	-98.437	-97.239	25.396
298.15	49.438	91.343	91.343	0.	-98.324	-96.685	16.939
300	49.455	91.649	91.344	0.091	-98.324	-96.675	16.833
400	50.459	106.008	93.295	5.085	-100.657	-96.024	12.539
500	51.463	117.375	97.013	10.181	-102.302	-94.688	9.892
600	52.384	126.839	101.217	15.373	-103.584	-93.039	8.100
700	53.346	134.988	105.473	20.661	-109.465	-90.400	6.746
800	54.308	142.176	109.620	26.045	-110.310	-87.616	5.721
900	55.271	148.627	113.602	31.523	-164.074	-83.658	4.855
1000	56.191	154.498	117.402	37.096	-163.312	-74.763	3.905
1100	57.153	159.900	121.023	42.764	-162.439	-65.949	3.132
1200	58.074	164.912	124.474	48.525	-161.459	-57.220	2.491
1300	59.036	169.599	127.767	54.382	-160.375	-48.577	1.952
1386.500	59.832	173.428	130.497	59.523	CRYSTAL <--> LIQUID
1386.500	66.944	187.007	130.497	78.351	TRANSITION
1400	66.944	187.656	131.045	79.255	-140.283	-40.204	1.500
1500	66.944	192.275	134.975	85.949	-138.386	-33.122	1.153
1600	66.944	196.595	138.693	92.644	-136.513	-26.165	0.854
1700	66.944	200.654	142.219	99.338	-134.667	-19.325	0.594
1800	66.944	204.480	145.573	106.033	-132.850	-12.593	0.365
1900	66.944	208.099	148.769	112.727	-131.065	-5.961	0.164
2000	66.944	211.533	151.823	119.421	-129.312	0.578	-0.015
