Molybdenum Bromide (MoBr4)	Br4Mo1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-24.839	-142.361	-142.361	INFINITE
100	80.869	316.427	506.136	-18.971	-142.571	-162.741	85.007
200	97.616	378.758	428.168	-9.882	-145.126	-182.014	47.537
250	100.942	400.931	420.574	-4.911	-146.904	-191.039	39.915
298.15	102.884	418.889	418.889	0.	-171.126	-196.728	34.466
300	102.942	419.526	418.891	0.190	-171.259	-196.887	34.281
350	104.222	435.498	420.150	5.372	-232.592	-197.799	29.520
400	105.084	449.474	422.960	10.606	-232.260	-192.851	25.184
450	105.690	461.888	426.609	15.876	-231.937	-187.944	21.816
500	106.131	473.048	430.704	21.172	-231.625	-183.073	19.126
600	106.716	492.454	439.426	31.817	-231.036	-173.419	15.097
700	107.074	508.934	448.208	42.508	-230.495	-163.859	12.227
800	107.308	523.248	456.713	53.228	-230.001	-154.374	10.080
900	107.470	535.897	464.822	63.967	-229.556	-144.948	8.413
1000	107.587	547.226	472.506	74.720	-229.164	-135.569	7.081
1100	107.673	557.485	479.772	85.483	-228.829	-126.226	5.994
1200	107.739	566.856	486.645	96.254	-228.561	-116.911	5.089
1300	107.791	575.482	493.151	107.031	-228.366	-107.615	4.324
1400	107.832	583.472	499.321	117.812	-228.254	-98.331	3.669
1500	107.867	590.913	505.181	128.597	-228.232	-89.053	3.101
1600	107.899	597.875	510.760	139.385	-228.309	-79.772	2.604
1700	107.929	604.418	516.078	150.177	-228.495	-70.483	2.166
1800	107.960	610.587	521.159	160.971	-228.800	-61.180	1.775
1900	107.995	616.426	526.021	171.769	-229.234	-51.857	1.426
2000	108.037	621.966	530.681	182.570	-229.810	-42.507	1.110
2100	108.089	627.238	535.154	193.377	-230.538	-33.125	0.824
2200	108.153	632.268	539.455	204.189	-231.430	-23.704	0.563
2300	108.232	637.077	543.596	215.008	-232.496	-14.238	0.323
2400	108.328	641.686	547.587	225.836	-233.747	-4.723	0.103
2500	108.444	646.110	551.440	236.674	-235.192	4.849	-0.101
2600	108.581	650.366	555.164	247.525	-236.853	14.482	-0.291
2700	108.741	654.467	558.766	258.391	-238.765	24.185	-0.468
2800	108.924	658.425	562.255	269.274	-240.987	33.963	-0.634
2900	109.132	662.250	565.638	280.177	-279.479	43.877	-0.790
3000	109.365	665.954	568.920	291.101	-280.510	55.045	-0.958
3100	109.623	669.544	572.109	302.050	-281.550	66.247	-1.116
3200	109.904	673.029	575.208	313.027	-282.591	77.483	-1.265
3300	110.209	676.416	578.224	324.032	-283.625	88.751	-1.405
3400	110.536	679.710	581.161	335.069	-284.646	100.051	-1.537
3500	110.884	682.920	584.022	346.140	-285.645	111.380	-1.662
3600	111.251	686.048	586.813	357.247	-286.616	122.737	-1.781
3700	111.635	689.102	589.537	368.391	-287.550	134.121	-1.893
3800	112.035	692.084	592.196	379.574	-288.443	145.529	-2.000
3900	112.447	695.000	594.795	390.798	-289.286	156.961	-2.102
4000	112.870	697.852	597.336	402.064	-290.075	168.413	-2.199
4100	113.301	700.644	599.822	413.372	-290.803	179.885	-2.292
4200	113.738	703.380	602.255	424.724	-291.467	191.373	-2.380
4300	114.178	706.061	604.638	436.120	-292.062	202.876	-2.464
4400	114.620	708.691	606.973	447.560	-292.584	214.393	-2.545
4500	115.061	711.272	609.262	459.044	-293.031	225.920	-2.622
4600	115.498	713.806	611.507	470.572	-293.400	237.457	-2.696
4700	115.931	716.294	613.710	482.144	-293.689	249.000	-2.767
4800	116.356	718.739	615.873	493.758	-293.898	260.549	-2.835
4900	116.772	721.143	617.997	505.414	-294.025	272.102	-2.901
5000	117.177	723.506	620.084	517.112	-885.455	289.387	-3.023
5100	117.570	725.830	622.134	528.849	-887.097	312.901	-3.205
5200	117.949	728.117	624.151	540.625	-888.805	336.446	-3.380
5300	118.313	730.367	626.134	552.439	-890.575	360.026	-3.548
5400	118.662	732.582	628.084	564.288	-892.410	383.639	-3.711
5500	118.993	734.762	630.004	576.170	-894.306	407.287	-3.868
5600	119.307	736.909	631.894	588.086	-896.265	430.970	-4.020
5700	119.603	739.024	633.755	600.031	-898.283	454.689	-4.167
5800	119.880	741.106	635.588	612.006	-900.362	478.442	-4.309
5900	120.139	743.158	637.394	624.007	-902.498	502.232	-4.446
6000	120.378	745.179	639.174	636.033	-904.696	526.060	-4.580
