Lead Sulfide (PbS)	Pb1S1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.430	133.656	133.656	INFINITE
100	29.787	216.077	281.169	-6.509	134.121	117.448	-61.349
200	33.139	237.771	254.569	-3.360	133.104	101.132	-26.413
250	34.305	245.299	251.986	-1.672	132.467	93.211	-19.475
298.15	35.085	251.412	251.412	0.	131.796	85.711	-15.016
300	35.110	251.629	251.413	0.065	131.769	85.425	-14.874
350	35.671	257.086	251.842	1.835	131.020	77.759	-11.605
400	36.073	261.877	252.803	3.629	128.008	70.292	-9.179
450	36.370	266.144	254.053	5.441	126.497	63.159	-7.331
500	36.596	269.988	255.457	7.265	124.902	56.210	-5.872
600	36.912	276.690	258.454	10.942	122.104	42.739	-3.721
700	37.121	282.397	261.477	14.644	114.638	30.517	-2.277
800	37.272	287.364	264.409	18.364	112.130	18.673	-1.219
900	37.386	291.761	267.208	22.097	56.621	8.216	-0.477
1000	37.477	295.705	269.864	25.841	55.553	2.895	-0.151
1100	37.554	299.280	272.378	29.592	54.509	-2.320	0.110
1200	37.620	302.551	274.758	33.351	53.487	-7.441	0.324
1300	37.679	305.564	277.014	37.116	52.479	-12.477	0.501
1400	37.734	308.359	279.154	40.887	51.469	-17.436	0.651
1500	37.785	310.964	281.189	44.663	50.447	-22.322	0.777
1600	37.836	313.404	283.127	48.444	49.407	-27.140	0.886
1700	37.889	315.699	284.976	52.230	48.345	-31.891	0.980
1800	37.945	317.867	286.744	56.022	47.259	-36.580	1.062
1900	38.008	319.920	288.436	59.819	46.147	-41.207	1.133
2000	38.081	321.871	290.060	63.624	45.010	-45.776	1.196
2100	38.166	323.731	291.619	67.436	-133.372	-43.171	1.074
2200	38.266	325.509	293.119	71.257	-134.166	-38.858	0.923
2300	38.386	327.213	294.565	75.090	-135.047	-34.506	0.784
2400	38.527	328.849	295.960	78.935	-136.013	-30.115	0.655
2500	38.693	330.425	297.307	82.796	-137.064	-25.681	0.537
2600	38.887	331.946	298.610	86.675	-138.195	-21.203	0.426
2700	39.112	333.418	299.872	90.574	-139.398	-16.681	0.323
2800	39.368	334.845	301.096	94.498	-140.669	-12.113	0.226
2900	39.659	336.232	302.284	98.449	-141.997	-7.499	0.135
3000	39.986	337.581	303.438	102.431	-143.375	-2.837	0.049
3100	40.349	338.898	304.560	106.447	-144.791	1.871	-0.032
3200	40.750	340.186	305.654	110.502	-146.235	6.625	-0.108
3300	41.189	341.446	306.719	114.599	-147.696	11.424	-0.181
3400	41.666	342.683	307.759	118.741	-149.164	16.268	-0.250
3500	42.179	343.898	308.774	122.933	-150.628	21.155	-0.316
3600	42.729	345.094	309.766	127.178	-152.077	26.083	-0.378
3700	43.314	346.272	310.737	131.480	-153.502	31.052	-0.438
3800	43.932	347.436	311.688	135.842	-154.892	36.059	-0.496
3900	44.581	348.585	312.619	140.268	-156.239	41.101	-0.550
4000	45.259	349.722	313.532	144.759	-157.536	46.178	-0.603
4100	45.964	350.848	314.429	149.320	-158.773	51.286	-0.653
4200	46.692	351.965	315.309	153.953	-159.946	56.424	-0.702
4300	47.440	353.072	316.175	158.659	-161.047	61.589	-0.748
4400	48.206	354.172	317.026	163.442	-162.072	66.778	-0.793
4500	48.985	355.264	317.863	168.301	-163.017	71.990	-0.836
4600	49.774	356.349	318.688	173.239	-163.877	77.222	-0.877
4700	50.570	357.428	319.501	178.256	-164.651	82.472	-0.917
4800	51.368	358.501	320.302	183.353	-165.337	87.738	-0.955
4900	52.166	359.568	321.093	188.530	-165.932	93.016	-0.992
5000	52.959	360.630	321.873	193.786	-166.437	98.306	-1.027
5100	53.745	361.687	322.643	199.121	-166.851	103.605	-1.061
5200	54.519	362.738	323.404	204.535	-167.175	108.912	-1.094
5300	55.279	363.784	324.156	210.025	-167.410	114.223	-1.126
5400	56.022	364.824	324.900	215.590	-167.559	119.539	-1.156
5500	56.744	365.858	325.635	221.228	-167.622	124.856	-1.186
5600	57.443	366.887	326.363	226.938	-167.603	130.174	-1.214
5700	58.117	367.910	327.082	232.716	-167.504	135.490	-1.242
5800	58.764	368.926	327.795	238.561	-167.329	140.805	-1.268
5900	59.382	369.936	328.501	244.468	-167.081	146.115	-1.294
6000	59.969	370.939	329.200	250.436	-166.764	151.421	-1.318
