Potassium Borate (KBO2)	B1K1O2(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-14.103	-671.166	-671.166	INFINITE
100	43.615	242.225	345.119	-10.289	-672.013	-675.314	352.748
200	52.329	275.193	302.607	-5.483	-673.045	-678.205	177.129
250	56.018	287.277	298.364	-2.772	-673.537	-679.438	141.961
298.15	59.027	297.408	297.408	0.	-674.042	-680.529	119.226
300	59.133	297.774	297.410	0.109	-674.063	-680.569	118.498
350	61.757	307.092	298.139	3.133	-677.034	-681.511	101.710
400	63.992	315.488	299.792	6.279	-677.706	-682.105	89.074
450	65.921	323.139	301.967	9.528	-678.366	-682.615	79.236
500	67.602	330.174	304.441	12.867	-679.015	-683.052	71.358
600	70.385	342.756	309.803	19.772	-680.291	-683.739	59.525
700	72.568	353.776	315.314	26.924	-681.544	-684.215	51.057
800	74.296	363.584	320.746	34.270	-682.794	-684.511	44.694
900	75.672	372.417	326.004	41.771	-684.063	-684.650	39.736
1000	76.776	380.449	331.053	49.395	-685.376	-684.645	35.762
1100	77.669	387.810	335.883	57.119	-765.710	-679.895	32.286
1200	78.397	394.600	340.497	64.924	-766.122	-672.076	29.255
1300	78.997	400.900	344.904	72.794	-766.554	-664.222	26.689
1400	79.495	406.773	349.116	80.720	-767.011	-656.333	24.488
1500	79.911	412.272	353.145	88.691	-767.496	-648.411	22.580
1600	80.263	417.441	357.003	96.700	-768.011	-640.455	20.909
1700	80.562	422.316	360.703	104.741	-768.559	-632.466	19.433
1800	80.818	426.928	364.256	112.811	-769.146	-624.444	18.121
1900	81.038	431.304	367.670	120.904	-769.773	-616.388	16.946
2000	81.230	435.466	370.957	129.017	-770.443	-608.298	15.887
2100	81.397	439.433	374.124	137.149	-771.161	-600.174	14.929
2200	81.543	443.223	377.179	145.296	-771.930	-592.013	14.056
2300	81.672	446.851	380.130	153.457	-772.752	-583.817	13.259
2400	81.787	450.329	382.983	161.630	-823.891	-574.516	12.504
2500	81.888	453.670	385.744	169.814	-824.908	-564.104	11.786
2600	81.979	456.883	388.419	178.007	-825.956	-553.651	11.123
2700	82.061	459.979	391.012	186.209	-827.039	-543.157	10.508
2800	82.134	462.964	393.529	194.419	-828.159	-532.622	9.936
2900	82.200	465.848	395.973	202.636	-829.320	-522.048	9.403
3000	82.260	468.636	398.349	210.859	-830.526	-511.432	8.905
3100	82.314	471.334	400.660	219.088	-831.780	-500.774	8.438
3200	82.364	473.948	402.910	227.322	-833.085	-490.076	8.000
3300	82.409	476.483	405.101	235.560	-834.436	-479.338	7.587
3400	82.451	478.944	407.237	243.803	-835.852	-468.555	7.198
3500	82.489	481.334	409.320	252.051	-837.326	-457.732	6.831
3600	82.524	483.659	411.353	260.301	-838.868	-446.864	6.484
3700	82.557	485.920	413.338	268.555	-840.479	-435.954	6.155
3800	82.586	488.122	415.277	276.812	-842.165	-424.997	5.842
3900	82.614	490.268	417.172	285.072	-843.928	-413.996	5.545
4000	82.640	492.360	419.026	293.335	-845.768	-402.950	5.262
4100	82.664	494.401	420.840	301.600	-847.696	-391.856	4.992
4200	82.686	496.393	422.615	309.868	-1329.568	-373.690	4.648
4300	82.707	498.339	424.353	318.138	-1330.600	-350.919	4.263
4400	82.726	500.240	426.057	326.409	-1331.457	-328.150	3.896
4500	82.744	502.100	427.726	334.683	-1332.630	-305.335	3.544
4600	82.761	503.919	429.363	342.958	-1333.904	-282.493	3.208
4700	82.777	505.699	430.968	351.235	-1335.260	-259.623	2.885
4800	82.792	507.442	432.543	359.513	-1336.612	-236.736	2.576
4900	82.806	509.149	434.089	367.793	-1338.175	-213.805	2.279
5000	82.819	510.822	435.607	376.075	-1339.846	-190.842	1.994
5100	82.832	512.462	437.098	384.357	-1341.626	-167.844	1.719
5200	82.844	514.071	438.563	392.641	-1343.518	-144.811	1.455
5300	82.855	515.649	440.002	400.926	-1345.523	-121.739	1.200
5400	82.865	517.198	441.418	409.212	-1347.643	-98.630	0.954
5500	82.875	518.718	442.809	417.499	-1349.876	-75.480	0.717
5600	82.885	520.211	444.178	425.787	-1352.225	-52.287	0.488
5700	82.894	521.679	445.525	434.076	-1354.344	-29.101	0.267
5800	82.902	523.120	446.850	442.365	-1356.878	-5.828	0.052
5900	82.910	524.538	448.155	450.656	-1359.522	17.487	-0.155
6000	82.918	525.931	449.440	458.947	-1362.276	40.850	-0.356
