Aluminum Sulfide (Al2S3)	Al2S3(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-18.634	-647.350	-647.350	INFINITE
100	48.677	30.970	197.042	-16.607	-648.360	-646.303	337.594
200	87.571	78.115	126.026	-9.582	-649.864	-643.647	168.103
298.15	105.064	116.847	116.847	0.	-651.030	-640.335	112.184
300	105.282	117.497	116.849	0.195	-651.052	-640.269	111.481
400	114.947	149.264	121.114	11.260	-658.794	-636.244	83.085
500	120.365	175.538	129.449	23.045	-664.059	-630.029	65.819
600	124.135	197.832	139.035	35.278	-668.050	-622.827	54.222
700	127.127	217.199	148.848	47.846	-671.218	-615.032	45.894
800	129.700	234.346	158.484	60.690	-673.970	-606.814	39.621
900	132.039	249.760	167.784	73.778	-835.933	-595.021	34.534
1000	134.051	263.777	176.693	87.084	-856.026	-566.794	29.606
1100	135.825	276.639	185.202	100.580	-854.495	-537.943	25.545
1200	137.327	288.523	193.323	114.240	-852.846	-509.238	22.167
1300	138.566	299.566	201.076	128.037	-851.107	-480.674	19.314
1400	139.536	309.872	208.483	141.944	-849.304	-452.247	16.874
1500	140.235	319.524	215.568	155.935	-847.463	-423.949	14.763
