Cesium Oxide (CsO)	Cs1O1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-9.879	64.939	64.939	INFINITE
100	31.670	217.938	287.000	-6.906	64.311	56.678	-29.606
200	35.247	241.201	258.847	-3.529	63.552	49.351	-12.889
250	36.016	249.156	256.140	-1.746	63.187	45.843	-9.578
298.15	36.481	255.542	255.542	0.	62.760	42.539	-7.453
300	36.495	255.768	255.543	0.067	62.741	42.414	-7.385
350	36.816	261.419	255.988	1.901	60.141	39.402	-5.880
400	37.044	266.351	256.982	3.748	59.656	36.473	-4.763
450	37.216	270.724	258.270	5.604	59.183	33.604	-3.901
500	37.351	274.653	259.715	7.469	58.715	30.786	-3.216
600	37.555	281.482	262.791	11.214	57.775	25.289	-2.202
700	37.709	287.283	265.886	14.978	56.814	19.950	-1.489
800	37.835	292.326	268.882	18.755	55.830	14.751	-0.963
900	37.945	296.789	271.740	22.544	54.822	9.676	-0.562
1000	38.046	300.793	274.448	26.344	-13.336	8.414	-0.440
1100	38.139	304.423	277.011	30.153	-13.360	10.590	-0.503
1200	38.228	307.745	279.436	33.972	-13.395	12.769	-0.556
1300	38.313	310.809	281.733	37.799	-13.439	14.951	-0.601
1400	38.397	313.651	283.912	41.634	-13.491	17.137	-0.639
1500	38.478	316.303	285.984	45.478	-13.550	19.327	-0.673
1600	38.558	318.789	287.958	49.330	-13.618	21.521	-0.703
1700	38.638	321.129	289.841	53.190	-13.696	23.719	-0.729
1800	38.716	323.340	291.641	57.057	-13.786	25.922	-0.752
1900	38.794	325.435	293.365	60.933	-13.891	28.131	-0.773
2000	38.871	327.427	295.019	64.816	-14.015	30.346	-0.793
2100	38.948	329.325	296.607	68.707	-14.162	32.568	-0.810
2200	39.024	331.139	298.136	72.606	-14.337	34.797	-0.826
2300	39.100	332.875	299.609	76.512	-14.545	37.035	-0.841
2400	39.176	334.541	301.030	80.426	-14.791	39.283	-0.855
2500	39.252	336.142	302.403	84.347	-15.080	41.541	-0.868
2600	39.328	337.683	303.730	88.276	-15.419	43.813	-0.880
2700	39.403	339.168	305.015	92.213	-15.814	46.098	-0.892
2800	39.478	340.603	306.261	96.157	-16.271	48.400	-0.903
2900	39.554	341.989	307.469	100.108	-16.796	50.718	-0.914
3000	39.629	343.331	308.642	104.068	-17.395	53.056	-0.924
3100	39.704	344.632	309.782	108.034	-18.075	55.416	-0.934
3200	39.779	345.894	310.891	112.008	-18.842	57.798	-0.943
3300	39.854	347.119	311.971	115.990	-19.661	60.203	-0.953
3400	39.928	348.310	313.022	119.979	-20.604	62.637	-0.962
3500	40.003	349.468	314.047	123.976	-21.648	65.100	-0.972
3600	40.078	350.596	315.046	127.980	-22.797	67.595	-0.981
3700	40.152	351.695	316.022	131.991	-24.044	70.121	-0.990
3800	40.227	352.767	316.975	136.010	-25.402	72.684	-0.999
3900	40.302	353.813	317.906	140.037	-26.863	75.282	-1.008
4000	40.376	354.834	318.817	144.070	-28.461	77.921	-1.018
4100	40.451	355.832	319.707	148.112	-30.181	80.601	-1.027
4200	40.525	356.808	320.579	152.161	-32.024	83.325	-1.036
4300	40.600	357.762	321.433	156.217	-33.992	86.095	-1.046
4400	40.674	358.697	322.269	160.281	-35.794	88.878	-1.055
4500	40.749	359.612	323.089	164.352	-37.403	91.671	-1.064
4600	40.823	360.508	323.893	168.430	-39.572	94.562	-1.074
4700	40.898	361.387	324.681	172.516	-41.842	97.503	-1.084
4800	40.972	362.249	325.455	176.610	-44.210	100.493	-1.094
4900	41.047	363.094	326.214	180.711	-46.672	103.533	-1.104
5000	41.121	363.924	326.960	184.819	-49.225	106.624	-1.114
5100	41.195	364.739	327.693	188.935	-51.864	109.767	-1.124
5200	41.270	365.540	328.413	193.058	-54.051	112.884	-1.134
5300	41.344	366.327	329.121	197.189	-56.779	116.121	-1.144
5400	41.418	367.100	329.817	201.327	-59.295	119.366	-1.155
5500	41.493	367.861	330.502	205.473	-61.961	122.675	-1.165
5600	41.567	368.609	331.176	209.626	-64.820	126.059	-1.176
5700	41.641	369.346	331.839	213.786	-67.725	129.493	-1.187
5800	41.716	370.070	332.492	217.954	-70.672	132.979	-1.198
5900	41.790	370.784	333.135	222.129	-73.655	136.515	-1.209
6000	41.864	371.487	333.768	226.312	-76.668	140.103	-1.220
