Carbonyl Fluoride (COF)	C1F1O1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-10.393	-172.132	-172.132	INFINITE
100	33.341	210.080	280.740	-7.066	-171.770	-175.499	91.671
200	35.464	233.679	251.926	-3.649	-171.600	-179.306	46.830
250	37.207	241.777	249.110	-1.833	-171.560	-181.237	37.867
298.15	38.930	248.479	248.479	0.	-171.544	-183.103	32.079
300	38.995	248.720	248.479	0.072	-171.544	-183.175	31.894
350	40.702	254.860	248.960	2.065	-171.555	-185.113	27.627
400	42.284	260.400	250.050	4.140	-171.594	-187.048	24.426
450	43.733	265.465	251.485	6.291	-171.663	-188.975	21.936
500	45.051	270.142	253.120	8.511	-171.762	-190.894	19.943
600	47.318	278.564	256.674	13.134	-172.034	-194.696	16.950
700	49.151	286.001	260.343	17.960	-172.383	-198.447	14.808
800	50.621	292.663	263.974	22.952	-172.786	-202.143	13.199
900	51.799	298.696	267.502	28.075	-173.227	-205.787	11.944
1000	52.747	304.205	270.901	33.304	-173.697	-209.380	10.937
1100	53.514	309.269	274.162	38.618	-174.191	-212.924	10.111
1200	54.140	313.953	277.285	44.002	-174.706	-216.423	9.421
1300	54.655	318.308	280.275	49.443	-175.241	-219.877	8.835
1400	55.082	322.374	283.138	54.930	-175.795	-223.290	8.331
1500	55.440	326.187	285.883	60.457	-176.368	-226.663	7.893
1600	55.741	329.775	288.515	66.016	-176.962	-229.997	7.509
1700	55.997	333.162	291.042	71.603	-177.575	-233.293	7.168
1800	56.216	336.369	293.472	77.214	-178.209	-236.552	6.865
1900	56.405	339.414	295.811	82.846	-178.862	-239.776	6.592
2000	56.569	342.311	298.064	88.495	-179.535	-242.964	6.346
2100	56.711	345.075	300.237	94.159	-180.226	-246.119	6.122
2200	56.836	347.716	302.336	99.836	-180.934	-249.240	5.918
2300	56.947	350.245	304.364	105.526	-181.657	-252.329	5.731
2400	57.044	352.671	306.327	111.225	-182.396	-255.386	5.558
2500	57.131	355.001	308.228	116.934	-183.147	-258.412	5.399
2600	57.209	357.243	310.070	122.651	-183.909	-261.407	5.252
2700	57.278	359.404	311.857	128.375	-184.680	-264.373	5.115
2800	57.341	361.488	313.593	134.106	-185.460	-267.310	4.987
2900	57.397	363.501	315.279	139.843	-186.246	-270.220	4.867
3000	57.448	365.448	316.919	145.586	-187.038	-273.102	4.755
3100	57.495	367.332	318.515	151.333	-187.833	-275.958	4.650
3200	57.537	369.158	320.070	157.084	-188.631	-278.788	4.551
3300	57.576	370.930	321.584	162.840	-189.432	-281.593	4.457
3400	57.611	372.649	323.061	168.599	-190.233	-284.374	4.369
3500	57.643	374.319	324.502	174.362	-191.035	-287.131	4.285
3600	57.673	375.944	325.908	180.128	-191.836	-289.865	4.206
3700	57.701	377.524	327.282	185.897	-192.637	-292.577	4.130
3800	57.726	379.063	328.624	191.668	-193.436	-295.267	4.059
3900	57.750	380.563	329.937	197.442	-194.235	-297.936	3.990
4000	57.772	382.026	331.221	203.218	-195.032	-300.586	3.925
4100	57.792	383.452	332.478	208.996	-195.828	-303.215	3.863
4200	57.811	384.845	333.708	214.776	-196.623	-305.824	3.803
4300	57.829	386.206	334.913	220.558	-197.416	-308.415	3.746
4400	57.845	387.535	336.094	226.342	-198.209	-310.987	3.692
4500	57.861	388.835	337.252	232.127	-199.001	-313.541	3.639
4600	57.875	390.107	338.387	237.914	-199.792	-316.078	3.589
4700	57.889	391.352	339.501	243.702	-200.584	-318.597	3.541
4800	57.901	392.571	340.594	249.492	-201.377	-321.100	3.494
4900	57.913	393.765	341.667	255.283	-202.170	-323.586	3.449
5000	57.925	394.935	342.720	261.075	-202.966	-326.056	3.406
5100	57.935	396.082	343.755	266.868	-203.764	-328.509	3.365
5200	57.945	397.207	344.773	272.662	-204.565	-330.948	3.324
5300	57.955	398.311	345.772	278.457	-205.370	-333.370	3.286
5400	57.964	399.395	346.755	284.253	-206.179	-335.778	3.248
5500	57.972	400.458	347.722	290.049	-206.993	-338.171	3.212
5600	57.980	401.503	348.673	295.847	-207.814	-340.548	3.176
5700	57.988	402.529	349.609	301.645	-208.642	-342.911	3.142
5800	57.995	403.538	350.530	307.445	-209.477	-345.259	3.109
5900	58.002	404.529	351.437	313.244	-210.321	-347.594	3.077
6000	58.008	405.504	352.330	319.045	-211.175	-349.913	3.046
