Strontium Bromide (SrBr)	Br1Sr1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-10.105	-80.401	-80.401	INFINITE
100	33.079	225.114	295.842	-7.073	-80.265	-97.279	50.813
200	36.028	249.184	267.101	-3.584	-81.715	-113.767	29.713
250	36.551	257.285	264.356	-1.768	-82.609	-121.685	25.425
298.15	36.856	263.751	263.751	0.	-89.119	-128.461	22.506
300	36.866	263.979	263.751	0.068	-89.171	-128.705	22.410
350	37.073	269.678	264.201	1.917	-105.000	-134.416	20.060
400	37.219	274.639	265.202	3.774	-105.433	-138.589	18.098
450	37.329	279.029	266.500	5.638	-105.892	-142.706	16.565
500	37.416	282.967	267.953	7.507	-106.375	-146.771	15.333
600	37.548	289.801	271.042	11.255	-107.416	-154.754	13.473
700	37.649	295.597	274.146	15.015	-108.559	-162.554	12.130
800	37.733	300.630	277.149	18.785	-109.805	-170.184	11.112
900	37.808	305.078	280.010	22.562	-111.784	-177.579	10.306
1000	37.877	309.065	282.719	26.346	-112.921	-184.829	9.655
1100	37.941	312.678	285.281	30.137	-121.958	-191.600	9.098
1200	38.003	315.982	287.704	33.934	-124.003	-197.841	8.612
1300	38.063	319.027	289.998	37.738	-126.046	-203.911	8.193
1400	38.122	321.849	292.173	41.547	-128.088	-209.824	7.829
1500	38.181	324.482	294.240	45.362	-130.128	-215.591	7.508
1600	38.241	326.948	296.208	49.183	-132.168	-221.222	7.222
1700	38.303	329.268	298.085	53.010	-271.122	-225.546	6.930
1800	38.368	331.459	299.879	56.844	-271.301	-222.860	6.467
1900	38.438	333.535	301.596	60.684	-271.487	-220.163	6.053
2000	38.515	335.509	303.243	64.531	-271.682	-217.457	5.679
2100	38.601	337.390	304.825	68.387	-271.890	-214.741	5.341
2200	38.696	339.188	306.346	72.252	-272.115	-212.014	5.034
2300	38.803	340.910	307.812	76.127	-272.363	-209.277	4.753
2400	38.924	342.564	309.226	80.013	-272.640	-206.528	4.495
2500	39.059	344.156	310.591	83.912	-272.951	-203.767	4.257
2600	39.209	345.691	311.912	87.825	-273.305	-200.993	4.038
2700	39.376	347.173	313.190	91.754	-273.706	-198.205	3.834
2800	39.559	348.609	314.430	95.701	-274.164	-195.400	3.645
2900	39.760	350.000	315.633	99.667	-274.686	-192.578	3.469
3000	39.977	351.352	316.801	103.653	-275.279	-189.737	3.304
3100	40.212	352.667	317.937	107.663	-275.951	-186.875	3.149
3200	40.463	353.947	319.042	111.696	-276.709	-183.989	3.003
3300	40.730	355.196	320.119	115.756	-277.559	-181.079	2.866
3400	41.012	356.416	321.168	119.843	-278.508	-178.141	2.737
3500	41.309	357.609	322.193	123.959	-279.562	-175.174	2.614
3600	41.619	358.777	323.193	128.105	-280.725	-172.175	2.498
3700	41.942	359.922	324.170	132.283	-282.000	-169.143	2.388
3800	42.277	361.045	325.126	136.494	-283.392	-166.074	2.283
3900	42.622	362.148	326.061	140.739	-284.901	-162.968	2.183
4000	42.977	363.231	326.977	145.018	-286.528	-159.821	2.087
4100	43.341	364.297	327.874	149.334	-288.274	-156.632	1.996
4200	43.712	365.346	328.754	153.687	-290.132	-153.399	1.908
4300	44.089	366.379	329.617	158.077	-292.108	-150.120	1.824
4400	44.472	367.397	330.464	162.505	-294.194	-146.794	1.743
4500	44.859	368.400	331.296	166.971	-296.386	-143.420	1.665
4600	45.250	369.391	332.113	171.477	-298.614	-140.001	1.590
4700	45.643	370.368	332.917	176.021	-300.984	-136.527	1.517
4800	46.037	371.333	333.707	180.605	-303.437	-133.002	1.447
4900	46.433	372.286	334.485	185.229	-305.969	-129.426	1.380
5000	46.828	373.228	335.250	189.892	-308.564	-125.797	1.314
5100	47.222	374.160	336.004	194.594	-311.201	-122.117	1.251
5200	47.614	375.080	336.747	199.336	-313.909	-118.384	1.189
5300	48.004	375.991	337.478	204.117	-316.661	-114.597	1.129
5400	48.391	376.892	338.200	208.937	-319.447	-110.758	1.071
5500	48.774	377.783	338.912	213.795	-322.260	-106.868	1.015
5600	49.153	378.666	339.614	218.692	-325.092	-102.926	0.960
5700	49.527	379.539	340.306	223.626	-327.934	-98.934	0.907
5800	49.895	380.404	340.990	228.597	-330.780	-94.892	0.855
5900	50.257	381.260	341.666	233.605	-333.411	-90.824	0.804
6000	50.613	382.107	342.333	238.648	-336.211	-86.689	0.755
