Tribromosilane (SiHBr3)	Br3H1Si1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-17.823	-276.529	-276.529	INFINITE
100	53.723	275.599	411.866	-13.627	-278.288	-292.351	152.709
200	69.766	318.044	355.097	-7.411	-281.949	-305.058	79.673
250	75.812	334.287	349.349	-3.765	-284.076	-310.594	64.895
298.15	80.410	348.049	348.049	0.	-302.922	-313.530	54.929
300	80.565	348.547	348.051	0.149	-303.046	-313.595	54.602
350	84.261	361.256	349.046	4.273	-349.657	-312.784	46.681
400	87.163	372.704	351.299	8.562	-349.928	-307.498	40.155
450	89.488	383.109	354.265	12.980	-350.126	-302.181	35.076
500	91.398	392.640	357.632	17.504	-350.263	-296.846	31.011
600	94.380	409.581	364.914	26.800	-350.386	-286.148	24.911
700	96.632	424.307	372.370	36.356	-350.355	-275.443	20.554
800	98.399	437.330	379.691	46.111	-350.214	-264.749	17.286
900	99.818	449.004	386.755	56.024	-349.996	-254.079	14.746
1000	100.970	459.583	393.518	66.065	-349.728	-243.435	12.716
1100	101.915	469.252	399.969	76.211	-349.433	-232.820	11.056
1200	102.697	478.155	406.119	86.443	-349.127	-222.232	9.674
1300	103.348	486.401	411.981	96.746	-348.825	-211.670	8.505
1400	103.894	494.081	417.574	107.109	-348.541	-201.131	7.504
1500	104.356	501.265	422.917	117.522	-348.284	-190.611	6.638
1600	104.748	508.013	428.026	127.978	-348.064	-180.106	5.880
1700	105.085	514.373	432.920	138.470	-398.065	-169.168	5.198
1800	105.374	520.388	437.614	148.993	-397.709	-155.714	4.519
1900	105.625	526.092	442.122	159.544	-397.368	-142.279	3.912
2000	105.844	531.516	446.457	170.117	-397.047	-128.861	3.366
2100	106.036	536.685	450.632	180.712	-396.751	-115.459	2.872
2200	106.205	541.622	454.656	191.324	-396.484	-102.071	2.423
2300	106.354	546.346	458.541	201.952	-396.249	-88.694	2.014
2400	106.486	550.875	462.294	212.594	-396.049	-75.326	1.639
2500	106.604	555.225	465.925	223.249	-395.884	-61.966	1.295
2600	106.710	559.408	469.441	233.914	-395.757	-48.612	0.977
2700	106.805	563.437	472.848	244.590	-395.666	-35.263	0.682
2800	106.891	567.323	476.153	255.275	-395.610	-21.916	0.409
2900	106.968	571.075	479.362	265.968	-395.589	-8.570	0.154
3000	107.039	574.703	482.480	276.669	-395.600	4.776	-0.083
3100	107.103	578.213	485.512	287.376	-395.640	18.122	-0.305
3200	107.161	581.615	488.462	298.089	-395.706	31.470	-0.514
3300	107.214	584.913	491.335	308.808	-395.794	44.821	-0.709
3400	107.263	588.115	494.135	319.532	-395.901	58.175	-0.894
3500	107.308	591.224	496.864	330.260	-396.023	71.531	-1.068
3600	107.350	594.248	499.528	340.993	-780.307	95.353	-1.384
3700	107.388	597.190	502.128	351.730	-780.033	119.673	-1.689
3800	107.423	600.054	504.667	362.471	-779.765	143.986	-1.979
3900	107.456	602.845	507.149	373.215	-779.497	168.291	-2.254
4000	107.486	605.566	509.575	383.962	-779.228	192.590	-2.515
4100	107.515	608.220	511.949	394.712	-778.952	216.882	-2.763
4200	107.541	610.812	514.272	405.465	-778.667	241.167	-2.999
4300	107.566	613.342	516.547	416.220	-778.371	265.446	-3.225
4400	107.589	615.815	518.775	426.978	-778.059	289.717	-3.439
4500	107.610	618.234	520.958	437.738	-777.731	313.981	-3.645
4600	107.630	620.599	523.099	448.500	-777.384	338.237	-3.841
4700	107.649	622.914	525.198	459.264	-777.015	362.486	-4.029
4800	107.667	625.180	527.258	470.030	-776.625	386.727	-4.208
4900	107.684	627.401	529.279	480.797	-776.210	410.959	-4.381
5000	107.699	629.576	531.263	491.566	-775.771	435.183	-4.546
5100	107.714	631.709	533.212	502.337	-775.305	459.397	-4.705
5200	107.728	633.801	535.126	513.109	-774.813	483.602	-4.858
5300	107.742	635.853	537.007	523.883	-774.294	507.798	-5.005
5400	107.754	637.867	538.856	534.657	-773.748	531.983	-5.146
5500	107.766	639.844	540.675	545.433	-773.173	556.158	-5.282
5600	107.777	641.786	542.463	556.211	-772.571	580.322	-5.413
5700	107.788	643.694	544.222	566.989	-771.941	604.476	-5.539
5800	107.798	645.569	545.953	577.768	-771.283	628.617	-5.661
5900	107.808	647.412	547.658	588.548	-770.598	652.748	-5.779
6000	107.817	649.224	549.335	599.330	-769.884	676.866	-5.893
