Nickel (Ni)	Ni1(g)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-6.825	428.076	428.076	INFINITE
100	23.510	156.498	203.000	-4.650	429.743	414.839	-216.690
200	23.396	172.882	184.321	-2.288	430.216	399.680	-104.386
250	23.275	178.085	182.574	-1.122	430.208	392.044	-81.913
298.15	23.360	182.190	182.190	0.	430.115	384.701	-67.398
300	23.367	182.334	182.190	0.043	430.110	384.419	-66.933
350	23.587	185.952	182.475	1.217	429.951	376.816	-56.237
400	23.859	189.119	183.112	2.403	429.742	369.239	-48.218
450	24.131	191.945	183.939	3.603	429.490	361.691	-41.984
500	24.374	194.500	184.870	4.815	429.187	354.174	-37.000
600	24.734	198.979	186.858	7.272	428.366	339.243	-29.534
700	24.925	202.808	188.870	9.756	427.528	324.465	-24.212
800	24.981	206.141	190.825	12.253	426.937	309.782	-20.227
900	24.942	209.082	192.693	14.749	426.305	295.174	-17.131
1000	24.841	211.705	194.466	17.239	425.605	280.641	-14.659
1100	24.701	214.066	196.142	19.716	424.825	266.182	-12.640
1200	24.538	216.209	197.726	22.178	423.957	251.797	-10.960
1300	24.364	218.166	199.225	24.624	422.993	237.489	-9.542
1400	24.187	219.965	200.643	27.051	421.925	223.259	-8.330
1500	24.012	221.628	201.987	29.461	420.750	209.109	-7.282
1600	23.842	223.172	203.263	31.854	419.463	195.041	-6.367
1700	23.679	224.612	204.477	34.230	418.059	181.057	-5.563
1800	23.524	225.961	205.634	36.590	399.388	167.874	-4.872
1900	23.380	227.229	206.737	38.935	397.842	155.054	-4.263
2000	23.245	228.425	207.792	41.266	396.282	142.316	-3.717
2100	23.121	229.556	208.802	43.584	394.709	129.656	-3.225
2200	23.007	230.629	209.770	45.891	393.124	117.072	-2.780
2300	22.903	231.650	210.699	48.186	391.528	104.560	-2.375
2400	22.810	232.622	211.592	50.472	389.923	92.117	-2.005
2500	22.725	233.552	212.452	52.748	388.308	79.742	-1.666
2600	22.651	234.441	213.281	55.017	386.686	67.431	-1.355
2700	22.585	235.295	214.081	57.279	385.057	55.183	-1.068
2800	22.529	236.115	214.853	59.534	383.421	42.996	-0.802
2900	22.481	236.905	215.600	61.785	381.780	30.866	-0.556
3000	22.441	237.667	216.323	64.031	380.135	18.794	-0.327
3100	22.410	238.402	217.023	66.273	378.487	6.776	-0.114
3156.584	22.396	238.807	217.410	67.541	FUGACITY = 1 bar
3200	22.388	239.113	217.703	68.513	0. 0. 0.
3300	22.373	239.802	218.362	70.751	0.	0.	0.
3400	22.366	240.469	219.002	72.988	0.	0.	0.
3500	22.368	241.118	219.625	75.225	0.	0.	0.
3600	22.377	241.748	220.231	77.462	0.	0.	0.
3700	22.395	242.361	220.821	79.700	0.	0.	0.
3800	22.421	242.959	221.395	81.941	0.	0.	0.
3900	22.456	243.542	221.956	84.185	0.	0.	0.
4000	22.499	244.111	222.503	86.433	0.	0.	0.
4100	22.551	244.667	223.036	88.685	0.	0.	0.
4200	22.611	245.211	223.558	90.943	0.	0.	0.
4300	22.681	245.744	224.068	93.208	0.	0.	0.
4400	22.761	246.266	224.566	95.480	0.	0.	0.
4500	22.850	246.779	225.054	97.760	0.	0.	0.
4600	22.949	247.282	225.532	100.050	0.	0.	0.
4700	23.058	247.777	226.000	102.350	0.	0.	0.
4800	23.178	248.263	226.459	104.662	0.	0.	0.
4900	23.309	248.743	226.909	106.986	0.	0.	0.
5000	23.451	249.215	227.350	109.324	0.	0.	0.
5100	23.604	249.681	227.783	111.677	0.	0.	0.
5200	23.769	250.141	228.209	114.045	0.	0.	0.
5300	23.947	250.595	228.627	116.431	0.	0.	0.
5400	24.136	251.045	229.038	118.835	0.	0.	0.
5500	24.339	251.489	229.442	121.258	0.	0.	0.
5600	24.555	251.930	229.840	123.703	0.	0.	0.
5700	24.784	252.366	230.231	126.170	0.	0.	0.
5800	25.028	252.799	230.617	128.660	0.	0.	0.
5900	25.287	253.229	230.996	131.176	0.	0.	0.
6000	25.560	253.657	231.370	133.718	0.	0.	0.
