Titanium Carbide (TiC)	C1Ti1(cr)
T(K)	Cp	S	-[G-H(Tr)]/T	H-H(Tr)	delta-f H	delta-f G	log Kf
0	0.	0.	INFINITE	-4.607	-182.822	-182.822	INFINITE
100	7.335	2.602	46.702	-4.410	-183.245	-182.584	95.372
200	14.924	12.780	27.026	-2.849	-183.928	-181.622	47.435
298.15	33.807	24.229	24.229	0.	-184.096	-180.438	31.612
300	33.936	24.439	24.230	0.063	-184.096	-180.415	31.413
400	40.685	35.180	25.648	3.813	-183.982	-179.200	23.401
500	45.166	44.777	28.533	8.122	-183.740	-178.031	18.599
600	47.647	53.248	31.962	12.772	-183.494	-176.913	15.402
700	49.032	60.703	35.546	17.610	-183.316	-175.831	13.121
800	49.903	67.310	39.112	22.558	-183.214	-174.770	11.411
900	50.572	73.227	42.579	27.583	-183.215	-173.715	10.082
1000	51.179	78.586	45.916	32.670	-183.372	-172.653	9.018
1100	51.794	83.493	49.112	37.818	-183.732	-171.566	8.147
1200	52.446	88.027	52.169	43.030	-188.267	-170.317	7.414
1300	53.145	92.252	55.091	48.309	-188.267	-168.821	6.783
1400	53.894	96.218	57.889	53.661	-188.314	-167.324	6.243
1500	54.689	99.963	60.570	59.090	-188.410	-165.821	5.774
1600	55.530	103.519	63.144	64.600	-188.559	-164.311	5.364
1700	56.404	106.912	65.620	70.197	-188.767	-162.789	5.002
1800	57.317	110.161	68.005	75.882	-189.042	-161.254	4.679
1900	58.254	113.285	70.306	81.661	-189.390	-159.701	4.390
2000	59.220	116.298	72.531	87.534	-204.508	-157.674	4.118
2100	60.208	119.211	74.685	93.506	-205.780	-155.301	3.863
2200	61.216	122.035	76.773	99.577	-206.969	-152.869	3.630
2300	62.241	124.779	78.801	105.749	-208.073	-150.384	3.415
2400	63.283	127.450	80.773	112.025	-209.091	-147.854	3.218
2500	64.337	130.054	82.692	118.406	-210.019	-145.283	3.036
2600	65.400	132.598	84.563	124.893	-210.856	-142.677	2.866
2700	66.480	135.087	86.388	131.487	-211.600	-140.040	2.709
2800	67.563	137.524	88.171	138.189	-212.249	-137.378	2.563
2900	68.659	139.914	89.914	145.000	-212.803	-134.694	2.426
3000	69.760	142.260	91.620	151.921	-213.261	-131.992	2.298
3100	70.869	144.566	93.291	158.952	-213.621	-129.277	2.178
3200	71.982	146.833	94.929	166.095	-213.882	-126.552	2.066
3290.000	72.987	148.844	96.376	172.618	CRYSTAL <--> LIQUID
3300	73.101	149.066	96.536	173.349	214.044  123.820 1.960
3400	74.224	151.264	98.113	180.715	-214.106	-121.085	1.860
3500	75.353	153.432	99.663	188.194	-214.068	-118.349	1.766
3600	76.485	155.571	101.186	195.786	-213.928	-115.616	1.678
3700	77.621	157.682	102.684	203.491	-622.785	-105.100	1.484
3800	78.760	159.767	104.159	211.310	-621.207	-91.129	1.253
3900	79.902	161.828	105.612	219.243	-619.582	-77.201	1.034
4000	81.048	163.865	107.042	227.291	-617.908	-63.315	0.827
