# P  (bar)  T  (K)
1.0000e+00  100.00
1.0000e+00  200.00
1.0000e+00  300.00
1.0000e+00  400.00
1.0000e+00  500.00
1.0000e+00  600.00
1.0000e+00  700.00
1.0000e+00  800.00
1.0000e+00  900.00
1.0000e+00 1000.00
1.0000e+00 1100.00
1.0000e+00 1200.00
1.0000e+00 1300.00
1.0000e+00 1400.00
1.0000e+00 1500.00
1.0000e+00 1600.00
1.0000e+00 1700.00
1.0000e+00 1800.00
1.0000e+00 1900.00
1.0000e+00 2000.00
1.0000e+00 2100.00
1.0000e+00 2200.00
1.0000e+00 2300.00
1.0000e+00 2400.00
1.0000e+00 2500.00
1.0000e+00 2600.00
1.0000e+00 2700.00
1.0000e+00 2800.00
1.0000e+00 2900.00
1.0000e+00 3000.00
