# P  (bar)  T  (K)
1.0000e+02 2964.76
8.4975e+01 2964.76
7.2208e+01 2964.76
6.1359e+01 2964.76
5.2140e+01 2964.76
4.4306e+01 2964.76
3.7649e+01 2964.76
3.1993e+01 2964.76
2.7186e+01 2964.76
2.3101e+01 2964.76
1.9630e+01 2964.76
1.6681e+01 2964.76
1.4175e+01 2964.76
1.2045e+01 2964.76
1.0235e+01 2964.76
8.6975e+00 2964.76
7.3907e+00 2964.76
6.2803e+00 2964.76
5.3367e+00 2964.76
4.5349e+00 2964.76
3.8535e+00 2964.76
3.2746e+00 2964.76
2.7826e+00 2964.76
2.3645e+00 2964.76
2.0092e+00 2964.76
1.7073e+00 2964.76
1.4508e+00 2964.76
1.2329e+00 2964.76
1.0476e+00 2964.76
8.9021e-01 2964.76
7.5646e-01 2964.76
6.4281e-01 2964.76
5.4623e-01 2964.76
4.6416e-01 2964.76
3.9442e-01 2964.76
3.3516e-01 2964.76
2.8480e-01 2964.76
2.4201e-01 2964.51
2.0565e-01 2963.85
1.7475e-01 2962.85
1.4850e-01 2961.53
1.2619e-01 2959.96
1.0723e-01 2957.23
9.1116e-02 2949.72
7.7426e-02 2937.53
6.5793e-02 2920.75
5.5908e-02 2899.48
4.7508e-02 2873.80
4.0370e-02 2844.07
3.4305e-02 2810.51
2.9150e-02 2773.19
2.4771e-02 2732.13
2.1049e-02 2687.40
1.7886e-02 2639.98
1.5199e-02 2593.58
1.2915e-02 2548.20
1.0975e-02 2503.84
9.3260e-03 2460.50
7.9248e-03 2418.18
6.7342e-03 2376.87
5.7224e-03 2336.59
4.8626e-03 2297.33
4.1320e-03 2259.09
3.5112e-03 2221.86
2.9837e-03 2185.66
2.5354e-03 2150.48
2.1544e-03 2116.31
1.8307e-03 2083.17
1.5557e-03 2051.05
1.3219e-03 2019.94
1.1233e-03 1989.86
9.5455e-04 1960.79
8.1113e-04 1932.75
6.8926e-04 1905.72
5.8570e-04 1879.72
4.9770e-04 1854.73
4.2292e-04 1830.77
3.5938e-04 1807.82
3.0539e-04 1785.90
2.5950e-04 1764.99
2.2051e-04 1745.10
1.8738e-04 1726.24
1.5923e-04 1708.39
1.3531e-04 1691.56
1.1498e-04 1675.76
9.7701e-05 1660.97
8.3022e-05 1647.20
7.0548e-05 1634.46
5.9948e-05 1622.73
5.0941e-05 1612.02
4.3288e-05 1602.33
3.6784e-05 1593.66
3.1257e-05 1586.01
2.6561e-05 1579.39
2.2570e-05 1573.78
1.9179e-05 1564.09
1.6298e-05 1560.52
1.3849e-05 1557.97
1.1768e-05 1556.44
1.0000e-05 1555.93
