# P  (bar)  T  (K)
1.0000e+02 2948.30
8.4975e+01 2948.30
7.2208e+01 2948.30
6.1359e+01 2948.30
5.2140e+01 2948.30
4.4306e+01 2948.30
3.7649e+01 2948.30
3.1993e+01 2948.30
2.7186e+01 2948.30
2.3101e+01 2948.30
1.9630e+01 2948.30
1.6681e+01 2948.30
1.4175e+01 2948.30
1.2045e+01 2948.30
1.0235e+01 2948.30
8.6975e+00 2948.30
7.3907e+00 2948.30
6.2803e+00 2948.30
5.3367e+00 2948.30
4.5349e+00 2948.30
3.8535e+00 2948.30
3.2746e+00 2948.30
2.7826e+00 2948.30
2.3645e+00 2948.30
2.0092e+00 2948.30
1.7073e+00 2948.30
1.4508e+00 2948.30
1.2329e+00 2948.30
1.0476e+00 2948.30
8.9021e-01 2948.30
7.5646e-01 2948.30
6.4281e-01 2948.30
5.4623e-01 2948.30
4.6416e-01 2948.30
3.9442e-01 2948.30
3.3516e-01 2948.30
2.8480e-01 2948.30
2.4201e-01 2948.30
2.0565e-01 2948.30
1.7475e-01 2948.30
1.4850e-01 2948.26
1.2619e-01 2947.68
1.0723e-01 2946.60
9.1116e-02 2945.04
7.7426e-02 2943.03
6.5793e-02 2940.59
5.5908e-02 2937.75
4.7508e-02 2934.53
4.0370e-02 2930.96
3.4305e-02 2927.08
2.9150e-02 2922.89
2.4771e-02 2918.48
2.1049e-02 2914.35
1.7886e-02 2910.51
1.5199e-02 2906.96
1.2915e-02 2903.69
1.0975e-02 2900.71
9.3260e-03 2898.01
7.9248e-03 2895.59
6.7342e-03 2891.16
5.7224e-03 2883.82
4.8626e-03 2873.64
4.1320e-03 2860.69
3.5112e-03 2845.05
2.9837e-03 2826.77
2.5354e-03 2805.92
2.1544e-03 2782.58
1.8307e-03 2756.81
1.5557e-03 2728.67
1.3219e-03 2698.24
1.1233e-03 2667.89
9.5455e-04 2638.57
8.1113e-04 2610.28
6.8926e-04 2583.01
5.8570e-04 2556.78
4.9770e-04 2531.57
4.2292e-04 2507.39
3.5938e-04 2484.25
3.0539e-04 2462.13
2.5950e-04 2441.04
2.2051e-04 2420.97
1.8738e-04 2401.94
1.5923e-04 2383.94
1.3531e-04 2366.96
1.1498e-04 2351.02
9.7701e-05 2336.10
8.3022e-05 2322.21
7.0548e-05 2309.35
5.9948e-05 2297.52
5.0941e-05 2286.71
4.3288e-05 2276.94
3.6784e-05 2268.20
3.1257e-05 2260.48
2.6561e-05 2253.79
2.2570e-05 2248.13
1.9179e-05 2238.36
1.6298e-05 2234.76
1.3849e-05 2232.19
1.1768e-05 2230.64
1.0000e-05 2230.13
