T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     89.638                  -942.649              
200     54.969                  -944.360              
298.15  50.292                  -944.747              
300     50.293                  -944.746              
400     52.564                  -944.390              
500     57.077                  -943.670              
600     62.331                  -942.789              
700     67.754                  -941.841              
800     73.106                  -940.857              
900     78.285                  -939.896              
1000    83.253                  -939.032              
1100    87.999                  -938.339              
1200    92.526                  -941.807              
1300    96.844                  -940.742              
1400    100.967                 -939.741              
1500    104.906                 -938.819              
1600    108.676                 -937.992              
1700    112.287                 -937.274              
1800    115.753                 -936.679              
1900    119.082                 -936.224              
2000    122.286                 -950.606              
2100    125.372                 -951.213              
2200    128.349                 951.817               
2300    131.224                 -952.417              
2400    134.004                 -953.015              
2500    136.695                 -953.610              
