T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  157.617                 -2446.189             
300     157.621                 -2446.143             
400     164.508                 -2443.756             
450     170.702                 -2442.604             
500     177.679                 -2441.465             
600     192.632                 -2439.180             
700     207.833                 -2436.818             
800     222.710                 -2434.270             
900     237.053                 -2431.589             
1000    250.800                 -2428.938             
1100    263.952                 -2426.485             
1200    276.536                 -2436.168             
1300    288.591                 -2431.892             
1400    300.157                 -2427.425             
1500    311.273                 -2422.799             
1600    321.976                 -2418.050             
1700    332.301                 -2413.214             
1800    342.277                 -2408.329             
1900    351.932                 -2403.433             
2000    361.292                 -2442.627             
2100    370.378                 -2440.070             
2200    379.210                 -2437.067             
2300    387.807                 -2433.619             
2400    396.185                 -2429.725             
2500    404.358                 -2425.383             
