T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     128.981                 -416.111              
200     81.114                  -417.626              
298.15  75.042                  -417.982              
300     75.043                  -417.985              
400     77.840                  -423.456              
500     83.332                  -423.312              
600     89.717                  -422.555              
700     96.324                  -421.353              
800     102.869                 -419.828              
900     109.229                 -418.075              
1000    115.355                 -416.169              
1100    121.351                 -412.418              
1200    127.111                 -603.913              
1300    133.031                 -588.116              
1400    138.945                 -584.147              
1500    146.700                 -531.992              
1600    154.032                 -527.523              
1700    160.886                 -523.066              
1800    167.321                 -518.622              
1900    173.384                 -514.191              
2000    179.117                 -509.772              
2100    184.552                 -505.367              
2200    189.720                 -500.976              
2300    194.646                 -496.600              
2400    199.350                 -492.240              
2500    203.853                 -487.899              
2600    208.170                 -483.576              
2700    212.316                 -479.275              
2800    216.305                 -474.998              
2900    220.147                 -470.745              
3000    223.854                 -466.522              
