T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  89.245                  -1651.843             
300     89.246                  -1651.836             
400     93.007                  -1651.275             
500     100.522                 -1653.272             
600     109.450                 -1651.389             
700     118.921                 1648.435              
800     128.568                 -1644.389             
900     138.223                 -1639.246             
1000    147.808                 -1632.986             
1100    157.286                 -1625.600             
1200    166.644                 -1617.079             
