T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  110.039                 -430.952              
300     110.041                 -430.927              
400     112.935                 -429.511              
500     118.502                 -427.991              
600     124.834                 -426.399              
700     131.271                 -424.748              
800     137.562                 -423.055              
900     143.611                 -421.339              
1000    149.392                 -419.608              
1100    154.904                 417.894               
1200    160.155                 -419.951              
1300    165.159                 -417.807              
1400    169.933                 -415.657              
1500    174.492                 -413.534              
