T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     78.059                  -117.943              
200     43.947                  -119.039              
298.15  37.711                  -117.152              
300     37.712                  -117.126              
400     39.599                  -116.350              
500     43.176                  -115.475              
600     47.229                  -114.678              
700     51.330                  -113.938              
800     55.321                  -113.252              
900     59.145                  -112.630              
1000    62.787                  -112.094              
1100    66.250                  -111.670              
1200    69.544                  -111.369              
1300    72.679                  -111.211              
1400    75.669                  -111.204              
1500    78.526                  -111.350              
1600    81.261                  -111.655              
1700    83.884                  -112.123              
1800    86.404                  -112.755              
1900    88.830                  -113.550              
2000    91.168                  -114.504              
2100    93.427                  -115.632              
2200    95.610                  -136.273              
2300    97.725                  -135.887              
2400    99.775                  -135.433              
2500    101.765                 -134.915              
