T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  117.590                 142.753               
300     117.591                 142.726               
350     117.844                 141.996               
400     118.406                 141.266               
450     119.133                 140.534               
500     119.946                 139.801               
600     121.670                 138.327               
700     123.398                 136.837               
800     125.067                 135.324               
900     126.655                 133.785               
1000    128.156                 132.218               
1100    129.574                 130.622               
1200    130.913                 128.998               
1300    132.179                 127.346               
1400    133.379                 125.670               
1500    134.518                 123.970               
1600    135.601                 122.249               
1700    136.634                 120.508               
1800    137.619                 118.749               
1900    138.562                 116.974               
2000    139.465                 115.182               
2100    140.332                 113.376               
2200    141.165                 111.557               
2300    141.966                 109.726               
2400    142.738                 107.882               
2500    143.484                 106.027               
2600    144.204                 104.162               
2700    144.900                 102.287               
2800    145.574                 100.402               
2900    146.227                 98.507                
3000    146.860                 96.604                
3100    147.475                 94.692                
3200    148.073                 92.771                
3300    148.654                 90.842                
3400    149.219                 88.905                
3500    149.769                 86.959                
3600    150.306                 85.006                
3700    150.829                 83.044                
3800    151.339                 81.075                
3900    151.837                 79.097                
4000    152.324                 77.112                
4100    152.799                 75.119                
4200    153.264                 73.118                
4300    153.719                 71.109                
4400    154.164                 69.093                
4500    154.600                 67.069                
4600    155.027                 65.037                
4700    155.445                 62.999                
4800    155.855                 60.953                
4900    156.257                 58.900                
5000    156.652                 56.840                
5100    157.039                 54.774                
5200    157.419                 52.701                
5300    157.793                 50.622                
5400    158.160                 48.538                
5500    158.520                 46.448                
5600    158.875                 44.353                
5700    159.223                 42.253                
5800    159.566                 40.149                
5900    159.903                 38.042                
6000    160.235                 35.931                
