T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     68.383                  -363.793              
200     42.325                  -365.006              
298.15  38.861                  -365.263              
300     38.862                  -365.262              
400     40.508                  -364.999              
500     43.741                  -364.495              
600     47.471                  -363.888              
700     51.298                  -363.247              
800     55.061                  -362.609              
900     58.697                  -362.003              
1000    62.183                  -361.447              
1100    65.515                  -360.950              
1200    68.698                  -364.228              
1300    71.741                  -363.317              
1400    74.652                  -362.391              
1500    77.442                  -361.459              
1600    80.119                  -360.532              
1700    82.692                  -359.618              
1800    85.169                  -358.727              
1900    87.558                  -357.869              
2000    89.865                  -357.054              
2100    92.096                  -356.296              
2200    94.256                  -376.922              
2300    96.350                  -376.712              
2400    98.383                  -376.435              
2500    100.359                 -376.093              
2600    102.281                 -375.685              
2700    104.152                 -375.210              
2800    105.977                 -374.669              
2900    107.757                 -374.060              
3000    109.495                 -373.384              
3100    111.193                 -372.641              
3200    112.854                 -371.830              
3300    114.480                 370.952               
3400    116.072                 -370.005              
3500    117.632                 -368.991              
3600    119.161                 -367.908              
3700    120.662                 -366.758              
3800    122.135                 -365.539              
3900    123.582                 -364.252              
4000    125.005                 -362.896              
