T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  102.125                 -1246.587             
300     102.127                 -1246.605             
400     106.084                 -1249.343             
500     113.970                 -1250.575             
600     123.221                 -1250.883             
700     132.873                 -1250.511             
800     142.514                 -1249.640             
900     151.964                 -1301.545             
1000    161.156                 -1306.996             
1100    170.100                 -1303.417             
1200    178.760                 -1299.933             
1300    187.108                 -1296.534             
1400    195.137                 -1420.620             
1500    202.854                 1416.015              
1600    210.269                 -1411.477             
1700    217.397                 -1407.003             
1800    224.253                 -1402.590             
1900    230.852                 -1398.238             
2000    237.209                 -1393.944             
2100    243.340                 -1389.707             
2200    249.258                 -1385.526             
2300    254.976                 -1381.400             
2400    260.505                 -1377.328             
2500    265.857                 -1373.310             
