T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  232.187                 861.904               
300     232.188                 861.929               
350     232.603                 862.585               
400     233.533                 863.220               
450     234.746                 863.838               
500     236.112                 864.439               
600     239.037                 865.587               
700     241.997                 866.643               
800     244.875                 867.580               
900     247.629                 868.365               
1000    250.246                 858.384               
1100    252.727                 859.148               
1200    255.078                 859.917               
1300    257.308                 860.691               
1400    259.426                 861.470               
1500    261.442                 862.254               
1600    263.363                 863.046               
1700    265.198                 863.846               
1800    266.954                 864.656               
1900    268.636                 865.478               
2000    270.252                 866.314               
2100    271.805                 867.166               
2200    273.302                 868.034               
2300    274.745                 868.922               
2400    276.140                 869.828               
2500    277.489                 870.755               
2600    278.796                 871.702               
2700    280.063                 872.671               
2800    281.293                 579.760               
2900    282.489                 581.866               
3000    283.652                 583.994               
3100    284.785                 586.142               
3200    285.889                 588.310               
3300    286.965                 590.499               
3400    288.017                 592.707               
3500    289.044                 594.935               
3600    290.048                 597.181               
3700    291.030                 599.446               
3800    291.991                 601.729               
3900    292.932                 604.029               
4000    293.855                 606.346               
4100    294.759                 608.680               
4200    295.646                 611.030               
4300    296.516                 613.395               
4400    297.370                 615.775               
4500    298.209                 618.171               
4600    299.033                 620.578               
4700    299.843                 622.999               
4800    300.639                 625.430               
4900    301.422                 627.874               
5000    302.191                 630.326               
5100    302.949                 632.786               
5200    303.694                 635.255               
5300    304.428                 637.729               
5400    305.151                 640.208               
5500    305.862                 642.690               
5600    306.563                 645.175               
5700    307.254                 647.660               
5800    307.934                 650.148               
5900    308.605                 652.630               
6000    309.267                 655.131               
