T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  232.212                 -4580.476             
300     232.217                 -4580.527             
400     242.270                 -4588.408             
500     262.525                 -4590.107             
600     286.718                 -4590.114             
700     312.434                 -4588.273             
800     338.597                 -4584.587             
900     364.677                 -4579.219             
1000    390.389                 -4572.428             
1100    415.572                 -4564.561             
1200    440.131                 -4749.519             
1300    464.008                 -4738.691             
1400    487.177                 -4727.528             
1500    509.632                 -4716.188             
1600    531.378                 -4704.808             
1700    552.431                 -4693.479             
1800    572.811                 -4682.263             
1900    592.542                 -4671.198             
2000    611.653                 -4660.301             
