T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  100.416                 79.496                
300     100.418                 79.530                
400     104.288                 81.481                
500     111.979                 83.260                
600     120.919                 84.614                
700     130.127                 85.523                
800     139.200                 86.012                
900     147.975                 86.106                
1000    156.389                 68.636                
1100    164.428                 67.964                
1200    172.102                 67.262                
1300    179.428                 66.554                
1400    186.429                 -188.965              
1500    193.128                 -186.940              
1600    199.547                 -184.884              
1700    205.706                 -182.790              
1800    211.626                 -180.652              
1900    217.325                 -178.466              
2000    222.817                 -176.227              
2100    228.119                 -173.931              
2200    233.244                 -171.579              
2300    238.203                 -169.167              
2400    243.008                 -166.692              
2500    247.669                 -164.155              
